form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00849216,500975901,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-11-01,6500.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500975891,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-10-18,85000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500975902,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-11-01,3500.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500975892,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-18,35000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500975893,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-10-21,21000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500975904,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-11-05,1000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500975894,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-10-22,50000.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500975895,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-23,14000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500975896,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-25,15000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00849216,500975898,,,PTY,New York State Democratic Committee,,,,,,420 Lexington Ave,,New York,NY,101700002,,,2024-10-29,33500.00,0.00,Joint Fundraising Transfer,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00849216,500975899,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-29,19000.00,0.00,Joint Fundraising Transfer,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
