form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00341396,500065759,,,ORG,"A.B. Data, LTD.",,,,,,PO Box 170062,,Milwaukee,WI,532178000,,,2024-12-16,3384.17,0.00,Mail - Printing and Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065464,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,2555.78,0.00,Contribution Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065769,,,ORG,Adler & Colvin,,,,,,135 Main St,Ste 1220,San Francisco,CA,941051816,,,2024-12-23,10453.50,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065737,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-26,10.80,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065744,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,263.69,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065749,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,824.54,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065736,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-29,1.20,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065742,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,194.63,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065777,,,ORG,Bandwidth,,,,,,900 Main Campus Dr,,Raleigh,NC,276065177,,,2024-12-23,57552.75,0.00,Text Messaging,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065728,,,IND,,Bernard,Alan,R.,,,18 Plateau Rd,,Asheville,NC,288051955,,,2024-12-09,573.33,0.00,Media Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065764,,,ORG,Blue Spring Strategies LLC,,,,,,8201 Schrider St,Apt 6,Silver Spring,MD,209104637,,,2024-12-09,7000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065743,,,ORG,Braintree,,,,,,218 Merchandise Mart Plz,,Chicago,IL,606541001,,,2024-12-05,235.90,0.00,Contribution Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065745,,,ORG,Braintree,,,,,,218 Merchandise Mart Plz,,Chicago,IL,606541001,,,2024-12-05,335.17,0.00,Contribution Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00341396,500065766,,,ORG,BreakGlass Strategies,,,,,,313 Kelly West Dr,,Apex,NC,275024298,,,2024-12-09,7000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
