form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,VVAG5ARWYB9,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-03-16,31700.00,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWYC7,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-03-23,30462.50,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWYD5,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-05-11,33265.03,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWYE3,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-05-26,22381.25,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWYF1,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-06-28,20250.00,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZ55,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-04-04,103.43,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZ63,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-05-03,91.35,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZ71,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-06-06,102.39,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZH0,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-05-11,20400.00,0.00,Website Construction and Integration,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZB2,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-04-21,9420.20,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZC0,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-06-01,2081.25,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,VVAG5ARWZ13,,,ORG,Igicom,,,,,,108 W 39Th St,Rm 1006,New York,NY,100188269,,,2023-03-23,23512.50,0.00,Consulting - Website Construction,,,,,,,,,,,,,,,,,,,,
