form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00802389,VVAG5ARX6Z4,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-27,1.25,2023-03-27,83.75,email services (via drawdown),,,S,H2WA03217,GLUESENKAMP PEREZ,MARIE,,,,H,03,WA,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX743,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-27,1.25,2023-03-27,50.25,email services (via drawdown),,,S,H8CT05245,HAYES,JAHANA,,,,H,05,CT,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX751,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-27,1.25,2023-03-27,107.25,email services (via drawdown),,,S,H8KS03155,DAVIDS,SHARICE,,,,H,03,KS,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX769,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-27,1.25,2023-03-27,41.25,email services (via drawdown),,,S,H0MI03316,SCHOLTEN,HILLARY,,,,H,03,MI,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX158,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,1.00,2023-03-30,33.00,email services (via drawdown),,,S,H2OR06066,SALINAS,ANDREA,,,,H,06,OR,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX166,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,1.00,2023-03-30,66.00,email services (via drawdown),,,S,H6MN02131,CRAIG,ANGELA DAWN,,,,H,02,MN,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX174,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,1.00,2023-03-30,33.00,email services (via drawdown),,,S,H2OH01194,LANDSMAN,GREG,,,,H,01,OH,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX182,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,1.00,2023-03-30,33.00,email services (via drawdown),,,S,H2OH09031,KAPTUR,MARCY C HON.,,,,H,09,OH,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX190,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,1.00,2023-03-30,99.33,email services (via drawdown),,,S,H2NM02191,VASQUEZ,GABRIEL,,,,H,02,NM,Sonekan,Titi,,,,2023-07-25,
SE,C00802389,VVAG5ARX1A8,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-31,1.00,2023-03-31,261.15,email services (via drawdown),,,S,S8NV00156,ROSEN,JACKY,,,,S,,NV,Sonekan,Titi,,,,2023-07-25,
