form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00652883,SB23-EX190,,,PAC,NECA PAC,,,,,,1201 Pennsylvania Ave. NW Suite 1,200,Washington,DC,20004,,,2023-12-15,5000.00,0.00,,012,,NECA PAC,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX188,,,CCM,Texans For Jodey Arrington,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-12-15,4000.00,0.00,,012,,Texans For Jodey Arrington,,Arrington,Jodey,,,,H,,,,,,,,,,Donations
SB23,C00652883,SB23-EX182,,,PAC,HOOPS PAC,,,,,,P.O. Box 3498,,Portland,OR,97208,,,2023-10-06,3000.00,0.00,,012,,HOOPS PAC,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX186,,,CCM,Friends Of Sherrod Brown,,,,,,208 I Street NE,,Washington,DC,20002,G2024,,2023-12-15,3000.00,0.00,,012,,Friends Of Sherrod Brown,,Brown,Sherrod,,,,S,,,,,,,,,,Donations
SB23,C00652883,SB23-EX191,,,PAC,ESCA PAC,,,,,,ATTN: Venn Strategies LLC,750 9th Street NW Suite 650,Washington,DC,20001,,,2023-12-18,5000.00,0.00,,012,,ESCA PAC,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX185,,,CCM,Mike Thompson For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,20003,,,2023-10-06,3000.00,0.00,,012,,Mike Thompson For Congress,,Thompson,Mike,,,,H,,,,,,,,,,Donations
SB23,C00652883,SB23-EX187,,,CCM,Adrian Smith For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,P2024,,2023-12-15,3000.00,0.00,,012,,Adrian Smith For Congress,,Smith,Adrian,,,,H,,,,,,,,,,Donations
SB23,C00652883,SB23-EX192,,,PAC,Associated General Contractors Political Action Committee,,,,,,2300 Wilson Boulevard,Suite 300,Arlington,VA,22201,,,2023-12-18,2500.00,0.00,,012,,Associated General Contractors Political Action Committee,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX180,,,CCM,Stand with Sanchez,,,,,,415 New Jersey Avenue SE #1,,Washington,DC,20003,P2024,,2023-10-06,2000.00,0.00,,012,,Stand with Sanchez,,Sanchez,Linda,,,,H,,,,,,,,,,Donations
SB23,C00652883,SB23-EX184,,,CCM,People For Patty Murray,,,,,,1520 Belle View Blvd #510,,Alexandria,VA,22307,P2028,,2023-10-06,2000.00,0.00,,012,,People For Patty Murray,,Murray,Patty,,,,S,,,,,,,,,,Donations
SB23,C00652883,SB23-EX181,,,CCM,Friends Of John Barrasso,,,,,,1020 N. Fairfax St.,Suite 201,Alexandria,VA,22314,P2024,,2023-10-06,2000.00,0.00,,012,,Friends Of John Barrasso,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX183,,,CCM,Bob Casey For U.S. Senate,,,,,,750 1st Street NE,Suite 1070,Washington,DC,20002,P2024,,2023-10-06,1000.00,0.00,,012,,Bob Casey For U.S. Senate,,,,,,,,,,,,,,,,,Donations
SB23,C00652883,SB23-EX189,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,P.O. Box 15239,,Washington,DC,20003,P2024,,2023-12-15,4000.00,0.00,,012,,Brian Fitzpatrick For All Of Us,,,,,,,,,,,,,,,,,Donations
