form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00563726,B-5732,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-16,470.90,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5733,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-16,58.75,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10835,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-21,70.62,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10836,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-21,8.76,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10840,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-28,175.61,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10841,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-02-28,21.88,,PAC E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-5734,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-02-16,58.75,,PAC E-Merchant Fee,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00563726,B-10837,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-02-21,8.76,,PAC E-Merchant Fee,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00563726,B-10842,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-02-28,21.88,,PAC E-Merchant Fee,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00563726,B-10892,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,P2024,,2024-02-28,1650.00,,PAC Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10890,,,ORG,Chase Credit Card,,,,,,270 Park Avenue,,New York,NY,10017,P2024,,2024-02-23,5018.80,,SEE MEMO ITEMS,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10906,B-10890,,ORG,Ergo Baby Carrier Inc,,,,,,2640 Financial Court,,San Diego,CA,92117,P2024,,2024-01-12,249.09,,PAC Member Gift,001,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-10891,,,ORG,Grand Valley Consulting,,,,,,213 Ashby Street,,Alexandria,VA,22305,P2024,,2024-02-28,23173.22,,PAC Fundraising Consulting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-10905,B-10890,,ORG,Ridgewells Catering,,,,,,5525 Dorsey Lane,,Bethesda,MD,20816,P2024,,2024-01-16,3239.29,,PAC Event Food,003,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-10903,B-10890,,ORG,Strawberry Hill Povitica,,,,,,7226 West Frontage Road,,Merriam,KS,66203,P2024,,2024-01-02,790.79,,PAC Supporter Gifts,006,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-10901,B-10890,,ORG,Strawberry Hill Povitica,,,,,,7226 West Frontage Road,,Merriam,KS,66203,P2024,,2024-01-31,517.86,,PAC Supporter Gifts,006,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
