form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00528984,EB1058,,,CCM,Adam Gray for Congress,,,,,,P.O. Box 1229,,Merced,CA,95341,G2024,,2024-08-07,250.00,,Contribution,011,C00801431,Adam Gray for Congress,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1062,,,CCM,Colin Allred for Senate,,,,,,P.O. Box 601631,,Dallas,TX,75360,G2024,,2024-08-07,350.00,,Contribution,011,C00839597,Colin Allred for Senate,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1061,,,CCM,Dave Min for Congress,,,,,,P.O. Box 5959,,Irvine,CA,92616,G2024,,2024-08-07,250.00,,Contribution,011,C00831537,Dave Min for Congress,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1091,,,CCM,Derek Tran for Congress,,,,,,10441 Stanford Ave.,,Garden Grove,CA,92842,,,2024-08-07,250.00,,Contribution,011,C00851790,Derek Tran for Congress,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1064,,,CCM,Friends of Sherrod Brown,,,,,,605 N. High St. Ste. 226,,Columbus,OH,43215,G2024,,2024-08-07,350.00,,Contribution,011,C00264697,Friends of Sherrod Brown,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1065,,,CCM,Gallego for Arizona,,,,,,P.O. Box 1710,,Phoenix,AZ,85001,G2024,,2024-08-07,250.00,,Contribution,011,C00558627,Gallego for Arizona,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1075,,,CCM,George Whitesides for Congress,,,,,,P.O. Box 221776,,Newhall,CA,91322,G2024,,2024-09-04,250.00,,Contribution,011,C00834028,George Whitesides for Congress,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1066,,,CCM,Harris Victory Fund,,,,,,P.O. Box 96663,,Washington,DC,20077,G2024,,2024-08-07,200.00,,Contribution,011,C00744946,Harris Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1063,,,COM,Montananans for Tester,,,,,,P.O. Box 1135,,Helena,MT,59624,G2024,,2024-08-07,350.00,,Contrinbution,011,C00412304,Montananans for Tester,,,,,,,,,,,,,,,,,
SB23,C00528984,EB1059,,,CCM,Will Rollins for Congress,,,,,,P.O. Box 6282 W. Grand,,Corona Ca,92,,G2024,,2024-08-07,250.00,,Contribution,011,C00792507,Will Rollins for Congress,,,,,,,,,,,,,,,,,
