form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00888503,SB22.3,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-11-19,437.33,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00888503,SB22.4,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-10-22,74458.43,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00888503,SB22.10,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-11-19,1924.13,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB22,C00888503,SB22.9,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-10-22,71426.80,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB22,C00888503,SB22.17,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,ST JOSEPH,MI,49085,G2024,,2024-11-19,2711.84,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,ROGERS,MIKE,,,,S,MI,,  ,,,,,,,
SB22,C00888503,SB22.18,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,ST JOSEPH,MI,49085,G2024,,2024-10-22,79171.24,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,ROGERS,MIKE,,,,S,MI,,  ,,,,,,,
SB22,C00888503,SB22.21,,,CCM,TIM SHEEHY FOR MT,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-11-20,2383.63,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
SB22,C00888503,SB22.22,,,CCM,TIM SHEEHY FOR MT,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-10-22,80366.28,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
SB22,C00888503,SB22.1,,,PAC,ALAMO PAC,,,,,,919 CONGRESS AVE,,AUSTIN,TX,78701,,,2024-11-19,6892.40,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.2,,,PAC,ALAMO PAC,,,,,,919 CONGRESS AVE,,AUSTIN,TX,78701,,,2024-10-22,857.32,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.5,,,PAC,BERNIE PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2024-11-19,7871.30,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.6,,,PAC,BERNIE PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2024-10-22,16798.91,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.7,,,PAC,BUILD WISCONSIN PAC,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-11-19,11317.51,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.8,,,PAC,BUILD WISCONSIN PAC,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-10-22,8225.70,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.11,,,PAC,MR PAC,,,,,,PO BOX 291,,ST JOSEPH,MI,49085,,,2024-11-19,11317.51,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.12,,,PAC,MR PAC,,,,,,PO BOX 291,,ST JOSEPH,MI,49085,,,2024-10-22,8225.70,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.19,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-11-19,10748.88,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
SB22,C00888503,SB22.20,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-10-22,12512.31,,TRANSFER TO AUTH CMTE OF NET JOINT FUNDRAISING PROCEEDS,,,,,,,,,,,,,  ,,,,,,,
