form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00547349,500724230,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-28,59.07,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733240,,,ORG,Flytedesk Inc.,,,,,,300 S Broadway St,,Boulder,CO,803053455,,,2024-10-19,-1500000.00,0.00,"Independent Expenditure, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733223,,,ORG,"Paychex, Inc.",,,,,,911 Panorama Trl S,,Rochester,NY,146252311,,,2024-11-12,76.00,0.00,Payroll Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733233,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,254.03,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733225,,,ORG,Solidarity Strategies,,,,,,PO Box 15260,,Washington,DC,200030260,,,2024-11-01,43661.94,0.00,Text Messages,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733235,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-12,15.83,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733226,,,ORG,Audacy Operations Inc.,,,,,,PO Box 74079,,Cleveland,OH,441944079,,,2024-10-29,16500.00,0.00,Radio Advertising,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733236,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-18,16.38,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500726266,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-01,74.08,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733227,,,ORG,NextGen Climate Action,,,,,,268 Bush St,# 2919,San Francisco,CA,941043503,,,2024-11-15,203575.89,0.00,Staff Time & Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733237,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-25,25.77,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500726267,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-04,4.53,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500724228,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-17,25.74,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500726268,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-06,15.88,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500724229,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,24.61,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733229,,,ORG,American Express,,,,,,PO Box 1,,Los Angeles,CA,900780001,,,2024-11-18,80.03,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00547349,500733231,500733229,SB29,ORG,Richmond Times-Dispatch,,,,,,300 E Franklin St,,Richmond,VA,232192214,,,2024-11-18,35.99,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00547349,500733232,500733229,SB29,ORG,Boston Globe,,,,,,1 Exchange Pl,,Boston,MA,021092803,,,2024-11-18,27.72,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
