form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00852012,SB21B.1,,,IND,,SIRIANNI,CAREY,,,,PO BOX 186,,SEWICKLEY,PA,15143,,,2024-10-18,32036.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.2,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-19,281.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.3,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-10-21,500.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.5,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,421 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,,,2024-10-21,10123.28,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.4,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-21,2497.97,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.6,,,IND,,WEBB,SARAH,,,,"330 BORBECK AVE, 1ST FLOOR",,PHILADELPHIA,PA,19111,,,2024-10-22,479.48,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.9,,,ORG,PLUVIOUS GROUP LLC,,,,,,"515 S FIGUEROA ST, FL 6",,LOS ANGELES,CA,90071,,,2024-10-23,10035.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.8,,,ORG,UNION LEAGUE OF PHILADELPHIA,,,,,,140 SOUTH BROAD STREET,,PHILADELPHIA,PA,19102,,,2024-10-23,7193.69,,EQUIPMENT RENTAL / FACILITY RENTAL / FOOD / BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.7,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-23,547.20,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.10,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-10-25,104.94,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
