form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00215384,B889129,,,CCM,Bob Phalen Campaign,,,,,,444 Road 222,,Lindsay,MT,59339,G2024,,2024-10-30,-50.00,,G-2024 State Senate 17 MT,011,,,,Phalen,Bob,,,,S,MT,17,,,,,,,,Voided: Original check dated 10/16/24
SB29,C00215384,B889139,,,CCM,Jerry Schillinger Campaign,,,,,,PO Box 147,,Circle,MT,59215,G2024,,2024-10-30,-50.00,,G-2024 State House 34 MT,011,,,,Schillinger,Jerry,,,,H,MT,34,,,,,,,,Voided: Original check dated 10/16/24
SB29,C00215384,B889207,,,CCM,Katie Zolnikov for HD 44,,,,,,P.O. Box 51343,,Billings,MT,59105,G2024,,2024-10-30,-50.00,,G-2024 State House 44 MT,011,,,,Zolnikov,Katie,,,,H,MT,44,,,,,,,,Voided: Original check dated 10/16/24
SB29,C00215384,B889103,,,CCM,Scott Meyer for Senate,,,,,,1624 7th Ave N,,Grand Forks,ND,58203,G2024,,2024-10-30,-300.00,,G-2024 State Senate 18 ND,011,,,,Meyer,Scott,,,,S,ND,18,,,,,,,,Voided: Original check dated 10/16/24
SB29,C00215384,B890444,,,CCM,Nick Archer for HD55 2024,,,,,,820 Elk Ave,,Elk City,OK,73644,G2024,,2024-10-24,500.00,,G-2024 State House 55 OK,011,,,,Archer,Nick,,,,H,OK,55,,,,,,,,
SB29,C00215384,B890447,,,CCM,Kern for Senate 2024,,,,,,277647 E. 1740 Road,,Duncan,OK,73533,G2024,,2024-10-24,500.00,,G-2024 State Senate 31 OK,011,,,,Kern,Spencer,,,,S,OK,31,,,,,,,,
SB29,C00215384,B890450,,,CCM,Dr. Julie McIntosh for State Senate 2024,,,,,,P.O. Box 23,,Wagoner,OK,74477,G2024,,2024-10-24,1000.00,,G-2024 State Senate 3 OK,011,,,,McIntosh,Julie,,,,S,OK,03,,,,,,,,
SB29,C00215384,B890446,,,CCM,Friends of Casey Murdock 2024,,,,,,Route 1 Box 45,,Felt,OK,73937,G2024,,2024-10-24,1500.00,,G-2024 State Senate 27 OK,011,,,,Murdock,Casey,,,,S,OK,27,,,,,,,,
SB29,C00215384,B890449,,,CCM,Friends of Aaron Reinhardt,,,,,,707 E. 131st S.,,Jenks,OK,74037,G2024,,2024-10-24,500.00,,G-2024 State Senate 37 OK,011,,,,Reinhardt,Aaron,,,,S,OK,37,,,,,,,,
SB29,C00215384,B890448,,,CCM,Kendal for Oklahoma 2024,,,,,,1880 E. Veterans Memorial Highway,,Blanchard,OK,73010,G2024,,2024-10-24,500.00,,G-2024 State Senate 43 OK,011,,,,Sacchieri,Kendal,,,,S,OK,43,,,,,,,,
SB29,C00215384,B890445,,,CCM,Friends of Josh West,,,,,,PO Box 451387,,Grove,OK,74345,G2024,,2024-10-24,2500.00,,G-2024 State House 5 OK,011,,,,West,Josh,,,,H,OK,05,,,,,,,,
SB29,C00215384,B890451,,,CCM,Dan Patrick for Texas Senate,,,,,,11451 Katy Freeway Ste 215,,Houston,TX,77079,G2024,,2024-10-24,1000.00,,G-2024 State Senate 7 TX,011,,,,Patrick,Dan,,,,S,TX,07,,,,,,,,
SB29,C00215384,B863579,,,CCM,Dr. Charles Schwertner for State Senate,,,,,,P.O. Box 2448,,Georgetown,TX,78627,P2026,,2024-10-24,-500.00,,P-2026 State Senate 5 TX,011,,,,Schwertner,Charles,,,,S,TX,05,,,,,,,,Voided: Original check dated 01/05/24
SB29,C00215384,B890452,,,CCM,Kevin Sparks Campaign,,,,,,2600 Mockingbird lane,,Midland,TX,79705,P2026,,2024-10-24,500.00,,P-2026 State Senate District 31 TX,011,,,,Sparks,Kevin,,,,S,TX, ,,,,,,,,
SB29,C00215384,B891721,,,CCM,Cesar Blanco for State Senate,,,,,,P.O. Box 27074,,El Paso,TX,79926,G2024,,2024-11-07,500.00,,G-2024 State Senate 29 TX,011,,,,Blanco,Cesar,,,,S,TX,29,,,,,,,,
SB29,C00215384,B891778,,,CCM,Texans for Greg Abbott,,,,,,P.O. Box 308,,Austin,TX,78767,P2026,,2024-11-13,1000.00,,P-2026 Governor  TX,011,,,,Abbott,Greg,,,,,TX, ,,,,,,,,
