form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00266585,26948411,,,COM,Friends of Monica Martinez,,,,,,P.O. Box 475,,Central Islip,NY,11722,,,2023-06-05,1000.00,0.00,"Monica Martinez, STATE SENATE 3rd NY-Political Contribution",011,,,,Martinez,Monica,,,,,,,,,,,,,,"Monica Martinez, STATE SENATE 3rd NY-Political Contribution"
SB29,C00266585,26948412,,,PTY,Albany County Democratic Committee,,,,,,21 Colvin Ave.,,Albany,NY,12206,,,2023-06-05,1000.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,26948649,,,COM,Rob Ortt for State Senate,,,,,,P.O. Box 1279,,North Tonawanda,NY,14120,,,2023-06-05,1000.00,0.00,"Robert Ortt, STATE SENATE 62nd NY-Political Contribution",011,,,,Ortt,Robert,,,,,,,,,,,,,,"Robert Ortt, STATE SENATE 62nd NY-Political Contribution"
SB29,C00266585,26948650,,,COM,Friends of Nader Sayegh,,,,,,10 Palisades Ave.,,Yonkers,NY,10701,,,2023-06-05,500.00,0.00,"Nader Sayegh, STATE HOUSE 90th NY-Political Contribution",011,,,,Sayegh,Nader,,,Dr.,,,,,,,,,,,"Nader Sayegh, STATE HOUSE 90th NY-Political Contribution"
SB29,C00266585,26948665,,,COM,Cooney for New York,,,,,,P.O. Box 14575,,Rochester,NY,14614,,,2023-06-05,500.00,0.00,"Jeremy Cooney, STATE SENATE 56th NY-Political Contribution",011,,,,Cooney,Jeremy,,,,,,,,,,,,,,"Jeremy Cooney, STATE SENATE 56th NY-Political Contribution"
SB29,C00266585,26949089,,,COM,Velazquez 2023,,,,,,244 5th Ave.,2015,New York,NY,10001,,,2023-06-06,1000.00,0.00,"Marjorie Velazquez, New York City Council  NY-Political Contribution",011,,,,Velazquez,Marjorie,,,,,,,,,,,,,,"Marjorie Velazquez, New York City Council  NY-Political Contribution"
SB29,C00266585,26949102,,,COM,Lynn for NYC 2023,,,,,,21-18 41st Street,1st Floor,New York,NY,11105,,,2023-06-06,1000.00,0.00,"Lynn Schulman, New York City Council  NY-Political Contribution",011,,,,Schulman,Lynn,,,,,,,,,,,,,,"Lynn Schulman, New York City Council  NY-Political Contribution"
SB29,C00266585,26949103,,,COM,Linda Lee 2023,,,,,,57-09 226th Street,,Oakland Gardens,NY,11436,,,2023-06-06,1000.00,0.00,"Linda Lee, New York City Council  NY-Political Contribution",011,,,,Lee,Linda,,,,,,,,,,,,,,"Linda Lee, New York City Council  NY-Political Contribution"
SB29,C00266585,26949105,,,COM,Riley 2023,,,,,,1665 East 172nd Street,,Bronx,NY,10472,,,2023-06-06,1000.00,0.00,"Kevin Riley, New York City Council  NY-Political Contribution",011,,,,Riley,Kevin,,,,,,,,,,,,,,"Kevin Riley, New York City Council  NY-Political Contribution"
SB29,C00266585,26963899,,,COM,Justice Jane Bland Campaign,,,,,,P.O. Box 217,,Austin,TX,78767,,,2023-06-12,5000.00,0.00,"Jane Bland, SUPREME CT JUSTICE 6th TX-Political Contribution",011,,,,Bland,Jane,,,,,,,,,,,,,,"Jane Bland, SUPREME CT JUSTICE 6th TX-Political Contribution"
SB29,C00266585,26972791,,,ORG,Greenberg Traurig,,,,,,54 State Street,6th Floor,Albany,NY,12207,,,2023-06-26,100.00,0.00,Room Fee-Event Held on June 14,011,,,,Seawright,Rebecca,,,,,,,,,,,,,,Room Fee-Event Held on June 14
SB29,C00266585,26972792,,,COM,Romaine for Suffolk,,,,,,3080 Route 112,Suite D,Medford,NY,11772,,,2023-06-26,500.00,0.00,"Ed Romaine, County Executive  NY-Political Contribution",011,,,,Romaine,Ed,,,,,,,,,,,,,,"Ed Romaine, County Executive  NY-Political Contribution"
SB29,C00266585,26972793,,,PTY,Nassau County Republican Committee,,,,,,164 Post Ave.,,Westbury,NY,11590,,,2023-06-26,1000.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
