form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00452763,SB21B.4240,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-07-23,628.95,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4241,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-01,576.48,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4242,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-12,9.50,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4243,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-12,50.00,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4244,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-12,46.91,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4245,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-12,46.91,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4262,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-08-15,467.96,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4246,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-09-14,304.48,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4247,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-09-14,289.47,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4248,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Ft Worth,TX,76155,G2024,,2024-09-22,929.45,,Travel,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4292,,,ORG,Enterprise Rent a Car,,,,,,600 Corporate Park Drive,,St Louis,MO,63105,G2024,,2024-09-14,389.51,,Vehicle Rental,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4294,,,ORG,Enterprise Rent a Car,,,,,,600 Corporate Park Drive,,St Louis,MO,63105,G2024,,2024-09-14,19.03,,Tolls,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4271,,,ORG,Hyatt Regency Chicago,,,,,,151 E Wacker Dr ,,Chicago,IL,60601,G2024,,2024-08-27,386.84,,Meals,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4295,,,ORG,Hyatt Regency Chicago,,,,,,151 E Wacker Dr ,,Chicago,IL,60601,G2024,,2024-09-14,386.84,,Meals,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4288,,,ORG,JW Marriott Miami,,,,,,1109 Brickell Ave,,Miami,FL,33131,G2024,,2024-09-14,2810.36,,Lodging,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4210,,,ORG,Microsoft Corp,,,,,,,,,,,G2024,,2024-07-03,72.00,,Software License Agreement,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4282,,,ORG,NC Literary and Historical Assn,,,,,,4601 Mail Service Center,,Raleigh,NC,27699,G2024,,2024-08-28,1000.00,,Contribution,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4232,,,ORG,Nexus Strategies Inc,,,,,,301 Hillsborough St Ste 950,,Raleigh,NC,27603,G2024,,2024-07-11,100.00,,Compliance Consulting,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
SB21B,C00452763,SB21B.4233,,,ORG,Nexus Strategies Inc,,,,,,301 Hillsborough St Ste 950,,Raleigh,NC,27603,G2024,,2024-08-21,500.00,,Compliance Consulting,,C00452763,New South Leadership PAC,,,,,,,,,,,,,,,,,
