form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00833350,500030001,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,1671.87,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030024,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,1566.64,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030029,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,493.76,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030056,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-03,39.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030187,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2024-10-29,96.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030188,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2024-10-29,12.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030183,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-10-17,38128.60,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,
SB21B,C00833350,500030379,500030183,SB21B,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-10-17,-125.69,0.00,Cash Back Rewards,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030380,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,-85.00,0.00,Travel Refund,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030385,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,4.50,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030386,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,5.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030448,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,85.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030452,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,220.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030458,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,338.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030460,500030183,SB21B,ORG,Amtrak,,,,,,400 N Capitol St NW,,Washington,DC,200011511,,,2024-10-17,449.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030461,500030183,SB21B,ORG,Balducci's,,,,,,40 Water St,Fl 5,Boston,MA,021093604,,,2024-10-17,472.35,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030402,500030183,SB21B,ORG,CANVA,,,,,,2140 S Dupont Hwy,,Camden,DE,199341249,,,2024-10-17,12.99,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030453,500030183,SB21B,ORG,Enterprise Car Rental Alexandria,,,,,,5954 Richmond Hwy,,Alexandria,VA,223031871,,,2024-10-17,230.60,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030462,500030183,SB21B,ORG,Federal Parking Inc,,,,,,400 E Pratt St,Ste 800,Baltimore,MD,212023122,,,2024-10-17,640.00,0.00,Valet Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030466,500030183,SB21B,ORG,Kimpton George Hotel,,,,,,15 E St NW,,Washington,DC,200011501,,,2024-10-17,902.70,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030468,500030183,SB21B,ORG,L'Ardente,,,,,,200 Massachusetts Ave NW,,Washington,DC,200011429,,,2024-10-17,1387.50,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030469,500030183,SB21B,ORG,L'Ardente,,,,,,200 Massachusetts Ave NW,,Washington,DC,200011429,,,2024-10-17,1387.50,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030406,500030183,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-10-17,15.84,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00833350,500030411,500030183,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste 400,San Francisco,CA,941071725,,,2024-10-17,20.07,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
