form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489336,SB21B.I18757,,,ORG,CMDI,,,,,,7704 LEESBURG PIKE,,FALLS CHURCH,VA,22043,,,2024-07-02,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18729,,,IND,,"CAPITO, JR.",CHARLES,,,,TWO COMSTOCK PLACE,,CHARLESTON,WV,25314,,,2024-07-15,10.00,,EVENT GRATUITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18744,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-07-15,250.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18748,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-07-15,8639.20,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18749,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-07-17,58148.40,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18759,,,ORG,TRUIST BANKCARD CENTER,,,,,,P.O. BOX 580364,,CHARLOTTE,NC,282580340,,,2024-07-20,1445.22,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,SEE BELOW SUB VENDORS REACHING ITEMIZATION THRESHOLD
SB21B,C00489336,SB21B.I18763,SB21B.I18759,SB21B,ORG,CHICK-FIL-A,,,,,,671 N GLEBE RD,,ARLINGTON,VA,22203,,,2024-07-10,344.30,,MEETING CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18760,SB21B.I18759,SB21B,ORG,DOUBLETREE CRYSTAL CTY,,,,,,300 ARMY NAVEY DRIVE,,ARLINGTON,VA,22202,,,2024-06-26,325.25,,LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18761,SB21B.I18759,SB21B,ORG,DOUBLETREE CRYSTAL CTY,,,,,,300 ARMY NAVEY DRIVE,,ARLINGTON,VA,22202,,,2024-06-27,325.25,,LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18762,SB21B.I18759,SB21B,ORG,DOUBLETREE CRYSTAL CTY,,,,,,300 ARMY NAVEY DRIVE,,ARLINGTON,VA,22202,,,2024-06-27,325.25,,LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18764,SB21B.I18759,SB21B,ORG,SAFEWAY,,,,,,415 14TH STREET SE,,WASHINGTON,DC,02003,,,2024-07-12,125.17,,FOOD AND BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18751,,,ORG,TRUIST BANKCARD CENTER,,,,,,P.O. BOX 580364,,CHARLOTTE,NC,282580340,,,2024-07-22,1877.78,,CREDIT CARD  PAYMENT,,,,,,,,,,,,,  ,,,,,,,SEE BELOW SUB VENDORS REACHING ITEMIZATION THRESHOLD
SB21B,C00489336,SB21B.I18768,SB21B.I18751,SB21B,ORG,CONGRESSIONAL WOMEN'S SOFTBALL GAME,,,,,,PO BOX 65593,,WASHINGTON,DC,20035,,,2024-06-05,403.90,,EVENT TICKETS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18769,SB21B.I18751,SB21B,ORG,CONGRESSIONAL WOMEN'S SOFTBALL GAME,,,,,,PO BOX 65593,,WASHINGTON,DC,20035,,,2024-06-24,207.72,,EVENT TICKETS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18770,SB21B.I18751,SB21B,ORG,CONGRESSIONAL WOMEN'S SOFTBALL GAME,,,,,,PO BOX 65593,,WASHINGTON,DC,20035,,,2024-06-25,46.16,,EVENT TICKETS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18771,SB21B.I18751,SB21B,ORG,CONGRESSIONAL WOMEN'S SOFTBALL GAME,,,,,,PO BOX 65593,,WASHINGTON,DC,20035,,,2024-06-05,1000.00,,CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18752,SB21B.I18751,SB21B,ORG,JQD APPALACHIAN MERCANTILE,,,,,,4797 MIDLAND DRIVE,,MALDEN,WV,25306,,,2024-06-04,220.00,,CAMPAIGN FOOD AND BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
