form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00355677,SB23.7760,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-09-26,1000.00,,Contribution,,C00408534,BILIRAKIS FOR CONGRESS,H6FL09070,BILIRAKIS,GUS,M.,,,H,FL,12,,,,,,,,
SB23,C00355677,SB23.7763,,,PAC,BUILDING UP DEMOCRACY'S DREAM,,,,,,PO BOX 97275,,RALEIGH,NC,27624,,,2024-09-26,3000.00,,Contribution,,C00834507,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7764,,,PAC,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,,,2024-09-26,2500.00,,Contribution,,C00545830,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7766,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,G2024,,2024-09-26,1000.00,,Contribution,,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00355677,SB23.7769,,,CCM,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,4153 FLAT SHOALS PARKWAY,"SUITE 322, BUILDING C, 2ND FLOOR",DECATUR,GA,30034,G2024,,2024-09-26,1000.00,,Contribution,,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,H6GA04129,JOHNSON,HENRY C. 'HANK',,,,H,GA,04,,,,,,,,
SB23,C00355677,SB23.7770,,,PAC,EVERGREEN PAC,,,,,,"499 S. CAPITOL STREET, SW",SUITE 420,WASHINGTON,DC,20003,,,2024-09-26,1000.00,,Contribution,,C00576090,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7771,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,G2024,,2024-09-26,2000.00,,Contribution,,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,BARRASSO,JOHN,A.,,,S,WY,00,,,,,,,,
SB23,C00355677,SB23.7772,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 9639,,BOWLING GREEN,KY,42102,G2024,,2024-09-26,2500.00,,Contribution,,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT,,HON.,,H,KY,02,,,,,,,,
SB23,C00355677,SB23.7773,,,COM,JACKY ROSEN VICTORY FUND,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,,,2024-09-26,2000.00,,Contribution,,C00772517,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7774,,,PAC,JOHNSON LEADERSHIP FUND,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-09-26,2500.00,,Contribution,,C00771246,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7777,,,CCM,JONI FOR IOWA,,,,,,PO BOX 93441,,DES MOINES,IA,50393,P2026,,2024-09-26,3000.00,,Contribution,,C00546788,JONI FOR IOWA,S4IA00129,ERNST,JONI K,,,,S,IA,00,,,,,,,,
SB23,C00355677,SB23.7780,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,PO BOX 159,,BELMONT,MA,02478,G2024,,2024-09-26,1000.00,,Contributin,,C00541888,KATHERINE CLARK FOR CONGRESS,H4MA05084,CLARK,KATHERINE,,,,H,MA,05,,,,,,,,
SB23,C00355677,SB23.7781,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,G2024,,2024-09-26,1000.00,,Contribution,,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS,H.,,Jr.,H,NJ,07,,,,,,,,
SB23,C00355677,SB23.7784,,,PAC,M-PAC,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,,,2024-09-26,5000.00,,Contribution,,C00365270,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7786,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,# 420,MIAMI,FL,33173,G2024,,2024-09-26,2500.00,,Contribution,,C00376087,MARIO DIAZ-BALART FOR CONGRESS,H2FL25018,DIAZ-BALART,MARIO,,,,H,FL,26,,,,,,,,
SB23,C00355677,SB23.7789,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,G2024,,2024-09-26,1000.00,,Contribution,,C00694778,NICOLE FOR NEW YORK,H0NY11078,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,,,
SB23,C00355677,SB23.7792,,,PAC,OORAH! POLITICAL ACTION COMMITTEE,,,,,,PO BOX 3743,,CARMEL,IN,46082,,,2024-09-26,1500.00,,Contribution,,C00551853,,,,,,,,,,,,,,,,,,
