form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00250027,SB23.17765,,,PAC,AMERICAN WATERWAYS OPERATORS-PAC,,,,,,801 North Quincy Street,Suite 200,ARLINGTON,VA,22203,O2024,Annual,2024-03-26,5000.00,,Contribution,011,C00034678,,,,,,,,,,,,,,,,,,
SB23,C00250027,SB23.17759,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2024-02-07,1000.00,,Contribution,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00250027,SB23.17779,,,CCM,BRITT FOR ALABAMA INC,,,,,,PO BOX 3759,,MONTGOMERY,AL,36109,P2028,,2024-03-26,1500.00,,Contribution,011,C00781443,BRITT FOR ALABAMA INC,S2AL00145,BRITT,KATIE BOYD,,,,S,AL,00,,,,,,,,
SB23,C00250027,SB23.17778,,,PAC,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,O2024,Annual,2024-03-06,5000.00,,Contribution,011,C00723189,,,,,,,,,,,,,,,,,,
SB23,C00250027,SB23.17764,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-03-06,2500.00,,Contribution,011,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB23,C00250027,SB23.17767,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 338,,WILLSBORO,NY,12996,P2024,,2024-03-26,2500.00,,Contribution,011,C00547893,ELISE FOR CONGRESS,H4NY21079,STEFANIK,ELISE M,,,,H,NY,21,,,,,,,,
SB23,C00250027,SB23.17760,,,CCM,GRAVES FOR CONGRESS,,,,,,2345 GRAND BLVD,STE 2400,KANSAS CITY,MO,64108,P2024,,2024-02-21,2500.00,,Contribution,011,C00359034,GRAVES FOR CONGRESS,H0MO06073,GRAVES,SAMUEL B JR 'SAM',,,,H,MO,06,,,,,,,,
SB23,C00250027,SB23.17780,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,3501 MACCORKLE AVE SE,NUM 131,CHARLESTON,WV,25304,P2024,,2024-03-26,2500.00,,Contribution,011,C00839100,JIM JUSTICE FOR U.S. SENATE,S4WV00332,JUSTICE,JAMES CONLEY II,,,,S,WV,00,,,,,,,,
SB23,C00250027,SB23.17776,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2024-02-21,5000.00,,Contribution,011,C00608695,MIKE JOHNSON FOR LOUISIANA,H6LA04138,JOHNSON,JAMES MICHAEL,,,,H,LA,04,,,,,,,,
SB23,C00250027,SB23.17777,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-02-21,5000.00,,Contribution,011,C00608695,MIKE JOHNSON FOR LOUISIANA,H6LA04138,JOHNSON,JAMES MICHAEL,,,,H,LA,04,,,,,,,,
SB23,C00250027,SB23.17762,,,CCM,SYLVIA GARCIA FOR CONGRESS,,,,,,PO BOX 8530,,HOUSTON,TX,77249,P2024,,2024-02-21,1000.00,,Contribution,011,C00660555,SYLVIA GARCIA FOR CONGRESS,H8TX29052,GARCIA,SYLVIA R,,,,H,TX,29,,,,,,,,
SB23,C00250027,SB23.17763,,,CCM,TEXANS FOR MORGAN LUTTRELL,,,,,,PO BOX 1245,,MAGNOLIA,TX,77353,P2024,,2024-02-21,2500.00,,Contribution,011,C00781112,TEXANS FOR MORGAN LUTTRELL,H2TX08182,LUTTRELL,MORGAN JOE,,,,H,TX,08,,,,,,,,
SB23,C00250027,SB23.17766,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HIGHWAY,SUITE 108-488,SAN ANTONIO,TX,78231,R2024,Runoff,2024-03-26,2500.00,,Contribution,011,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST ANTHONY TONY,,,,H,TX,23,,,,,,,,
