form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00824342,501209726,,,ORG,Bee Compliance,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-10-08,4600.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501209548,,,ORG,Betty Arnold for Kansas Board of Education,,,,,,5311 E Pembrook St,,Wichita,KS,672202626,G2024,,2024-10-16,1000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,KS - Betty Arnold (State Board of Education)
SB29,C00824342,501206170,,,ORG,Blue Moon Strategies,,,,,,10207 Carson Pl,,Silver Spring,MD,209011813,,,2024-10-02,1000.00,0.00,Strategic Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501206171,,,ORG,Blueprint Public Affairs,,,,,,968 N Terrace Hills Dr,,Salt Lake City,UT,841034005,,,2024-10-08,10576.38,0.00,Fundraising Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00824342,501202257,,,ORG,Bowling for Council,,,,,,406 S 13th St,,Laramie,WY,820704102,G2024,,2024-10-02,1500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,WY - William Bowling (Laramie City Council)
SB29,C00824342,501202261,,,ORG,Committee to Elect Melanie Vigil,,,,,,1966 Polk St,,Laramie,WY,820706114,G2024,,2024-10-04,1500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,WY - Melanie Vigil (Laramie Town Council)
SB29,C00824342,501205884,,,ORG,Elect Julia,,,,,,109 Smith St,,Lander,WY,825202643,G2024,,2024-10-09,1500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,WY - Julia Stuble - (Laramie City Council)
SB29,C00824342,501209550,,,ORG,Fried For Laramie,,,,,,664 N 8th St,,Laramie,WY,820722617,G2024,,2024-10-16,1500.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,WY - Jim Fried (Laramie City Council)
SB29,C00824342,501202274,,,ORG,Friends of Julie West,,,,,,PO Box 53,,West Fargo,ND,580780053,G2024,,2024-10-02,1000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,ND - Julie West (HD16)
SB29,C00824342,501209551,,,ORG,GoDaddy.Com,,,,,,2155 E Godaddy Way,,Tempe,AZ,852843409,,,2024-10-07,165.24,0.00,Domain Name Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
