form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024440,,,CCM,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,,,,,,PO Box 1242,,Tucson,AZ,857021242,P2024,,2023-11-09,5000.00,0.00,Federal Candidate Contribution,011,C00374058,,,Grijalva,Raul,M,,,H,AZ,03,,,,,,,,
SB23,C00002089,500024467,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-11-09,2500.00,0.00,Federal Candidate Contribution,011,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00002089,500024443,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,P2024,,2023-11-09,2500.00,0.00,Federal Candidate Contribution,011,C00431056,,,CASEY,ROBERT,P,,JR,S,PA,,,,,,,,,
SB23,C00002089,500024469,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO Box 939,,Langhorne,PA,190470939,P2024,,2023-11-30,2500.00,0.00,Federal Candidate Contribution,011,C00607416,,,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00002089,500024454,,,PAC,Build Our Movement PAC,,,,,,PO Box 21912,,Seattle,WA,981113912,,,2023-11-21,5000.00,0.00,Federal Committee Contribution,011,C00629576,Build Our Movement PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024471,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2023-11-28,5000.00,0.00,Federal Candidate Contribution,011,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00002089,500024465,,,CCM,Citizens for Boyle,,,,,,PO Box 11545,,Philadelphia,PA,191160545,P2024,,2023-11-28,2500.00,0.00,Federal Candidate Contribution,011,C00543363,,,BOYLE,BRENDAN,,,,H,PA,02,,,,,,,,
SB23,C00002089,500024453,,,PTY,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-11-02,45000.00,0.00,Federal Committee Contribution,011,C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,,,,,,,,,,,,
SB23,C00002089,500024497,,,PTY,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-11-21,30000.00,0.00,Federal Committee Contribution,011,C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,,,,,,,,,,,,Building Fund
SB23,C00002089,500024448,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,081080160,P2024,,2023-11-28,2900.00,0.00,Federal Candidate Contribution,011,C00558320,,,Norcross,Donald,,,,H,NJ,01,,,,,,,,
SB23,C00002089,500024457,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-11-09,2500.00,0.00,Federal Candidate Contribution,011,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00002089,500024478,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-11-07,5000.00,0.00,Federal Candidate Contribution,011,C00789404,,,VASQUEZ,GABE,,,,H,NM,02,,,,,,,,
SB23,C00002089,500024466,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO Box 301923,,Austin,TX,787030033,P2024,,2023-11-09,5000.00,0.00,Federal Candidate Contribution,011,C00791897,,,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00002089,500024456,,,CCM,JAMIE RASKIN FOR CONGRESS,,,,,,PO Box 5418,,Takoma Park,MD,209135418,P2024,,2023-11-28,1500.00,0.00,Federal Candidate Contribution,011,C00575126,,,RASKIN,JAMIE,,,,H,MD,08,,,,,,,,
SB23,C00002089,500024479,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-11-09,5000.00,0.00,Federal Candidate Contribution,011,C00806174,,,GLUESENKAMP,MARIE,PEREZ,,,H,WA,03,,,,,,,,
SB23,C00002089,500024451,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-11-07,5000.00,0.00,Federal Candidate Contribution,011,C00434563,,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00002089,500024460,,,CCM,Montanans for Tester,,,,,,PO Box 3171,,Billings,MT,591033171,P2024,,2023-11-09,5000.00,0.00,Federal Candidate Contribution,011,C00412304,,,Tester,Jon,,,,S,MT,,,,,,,,,
SB23,C00002089,500024434,,,CCM,PATTY FOR CONGRESS,,,,,,1925 Dakota St,,Lincoln,NE,685024637,P2022,,2023-11-28,-500.00,0.00,Federal Candidate Contribution,011,C00794065,,,PANSING BROOKS,PATTY,,,,H,NE,01,,,,,,,,VOID CH Original 05/22
SB23,C00002089,500024474,,,CCM,Schiff for Senate,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,P2024,,2023-11-21,5000.00,0.00,Federal Candidate Contribution,011,C00343871,,,Schiff,Adam,,,,S,CA,,,,,,,,,
