form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00123612,50821498,,,CCM,Chris Deluzio For Congress,,,,,,PO Box 16210,,Pittsburgh,PA,15242,G2024,,2024-10-02,-1000.00,0.00,"Void - Chris Deluzio For Congress (CHK shredded, does not take Corp $)",011,C00787648,Chris Deluzio For Congress,H2PA17103,Deluzio,Chris,,Rep.,,H,PA,17,,,,,,,,"Void - Chris Deluzio For Congress (CHK shredded, does not take Corp $)"
SB23,C00123612,50824200,,,CCM,Connolly For Congress,,,,,,PO Box 563,,Merrifield,VA,22116,G2024,,2024-10-09,1000.00,0.00,011 - Political Contribution,011,C00445452,Connolly For Congress,H8VA11062,Connolly,Gerry,,Rep.,,H,VA,11,,,,,,,,011 - Political Contribution
SB23,C00123612,50824201,,,CCM,Don Davis For Nc,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-10-09,1000.00,0.00,011 - Political Contribution,011,C00795211,Don Davis For Nc,H2NC02287,Davis,Don,,Rep.,Dr.,H,NC,01,,,,,,,,011 - Political Contribution
SB23,C00123612,50824202,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 Sw 72nd St,# 420,Miami,FL,331733512,G2024,,2024-10-09,2500.00,0.00,011 - Political Contribution,011,C00376087,Mario Diaz-Balart For Congress,H2FL25018,Diaz-Balart,Mario,,Rep.,,H,FL,26,,,,,,,,011 - Political Contribution
SB23,C00123612,50824203,,,CCM,Committee To Elect Mike Ezell,,,,,,P.O. Box 1842,,Gulfport,MS,39502,G2024,,2024-10-09,1000.00,0.00,011 - Political Contribution,011,C00776393,Committee To Elect Mike Ezell,H2MS04258,Ezell,Mike,,Rep.,,H,MS,04,,,,,,,,011 - Political Contribution
SB23,C00123612,50824204,,,CCM,Graves for Congress,,,,,,2345 Grand,Suite 2400,Kansas City,MO,64108,G2024,,2024-10-09,1000.00,0.00,011 - Political Contribution,011,,,,Graves,Sam,,,,H,MO,06,,,,,,,,011 - Political Contribution
SB23,C00123612,50824209,,,CCM,Nancy MacE For Congress,,,,,,295 Seven Farms Drive,Suite C-186,Charleston,SC,29492,G2024,,2024-10-09,2500.00,0.00,011 - Political Contribution,011,C00710103,Nancy MacE For Congress,H0SC01394,Mace,Nancy,,Rep.,,H,SC,01,,,,,,,,011 - Political Contribution
SB23,C00123612,50824212,,,CCM,Rosen For Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,G2024,,2024-10-09,1000.00,0.00,011 - Political Contribution,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacky,,Sen.,,S,NV,,,,,,,,,011 - Political Contribution
SB23,C00123612,50824214,,,PAC,Arkansas for Leadership PAC,,,,,,PO Box 1672,,Alexandria,VA,22313,,,2024-10-09,1500.00,0.00,011 - Political Contribution,011,C00413948,,,,,,,,,,,,,,,,,,011 - Political Contribution
SB23,C00123612,50824217,,,PAC,COLE PAC,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,,,2024-10-09,2500.00,0.00,011 - Political Contribution,011,C00404392,,,,,,,,,,,,,,,,,,011 - Political Contribution
SB23,C00123612,50824218,,,PAC,Nebraska Sandhills PAC,,,,,,228 S Washington Street,Suite 115,Alexandria,VA,22314,,,2024-10-09,5000.00,0.00,011 - Political Contribution,011,C00540054,,,,,,,,,,,,,,,,,,011 - Political Contribution
SB23,C00123612,50824220,,,PAC,Rural America Counts PAC (RAC PAC),,,,,,3538 South Wakefield Street,,Arlington,VA,22206,,,2024-10-09,1000.00,0.00,011- Political Contribution,011,C00570770,,,,,,,,,,,,,,,,,,011- Political Contribution
SB23,C00123612,50824223,,,PAC,Tomorrow is Meaningful PAC,,,,,,7620 Rivers Avenue,"Suite 370, #312",North Charleston,SC,29406,,,2024-10-09,2500.00,0.00,011 - Political Contribution,011,C00495887,,,,,,,,,,,,,,,,,,011 - Political Contribution
