form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00872879,B-17724,,,ORG,Assembly Films,,,,,,411 Lafayette Street,2nd Floor,New York,NY,10003,,,2024-09-18,75000.00,,Video Production; IE only account,001,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-2442,,,ORG,Fraiser LLC,,,,,,200 Spectrum Center Drive,Suite 300,Irvine,CA,92618,,,2024-08-05,7193.75,,Fundraising Consulting; IE only account,003,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-2723,,,ORG,Fraiser LLC,,,,,,200 Spectrum Center Drive,Suite 300,Irvine,CA,92618,,,2024-08-16,2500.00,,Fundraising Consulting; IE only account,003,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-19036,,,CCM,Gina For Assembly,,,,,,PO Box 891,,Port Washington,NY,11050,G2024,,2024-09-30,1000.00,1000.00,Contribution; IE-Only Account,011,,Gina For Assembly,,Sillitti,Gina,,,,,NY,,,,,,,,,
SB29,C00872879,B-17727,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-09-13,74941.71,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-17723,,,ORG,Greencard Pictures,,,,,,15 West 11th Street,#4E,New York,NY,10011,,,2024-09-20,80453.18,,Production Services; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-457,,,PAC,House Majority PAC,,,,,,1029 Vermont Avenue Northwest,Suite 300,Washington,DC,20005,,,2024-07-09,50000.00,,Monetary Contribution of IE funds,012,C00495028,House Majority PAC,,,,,,,,,,,,,,,,,
SB29,C00872879,B-2443,,,PAC,House Majority PAC,,,,,,1029 Vermont Avenue Northwest,Suite 300,Washington,DC,20005,,,2024-07-31,900000.00,,Monetary Contribution of IE funds,012,C00495028,House Majority PAC,,,,,,,,,,,,,,,,,
SB29,C00872879,B-17725,,,ORG,Imposter Inc,,,,,,1465 Tamarind Avenue,Number 508,Los Angeles,CA,90028,,,2024-09-16,75661.77,,Video Production; IE only account,004,,,,,,,,,,,,,,,,,,,
SB29,C00872879,B-19037,,,CCM,Jay Shooster for State Representative,,,,,,102 Northeast 2nd Street,#107,Boca Raton,FL,33432,G2024,,2024-09-13,600.00,600.00,Contribution; IE-Only Account,011,,Jay Shooster for State Representative,,Shooster,Jay,,,,,,,,,,,,,,
SB29,C00872879,B-19041,,,CCM,Kim Keiserman For State Senate,,,,,,300 Glen Street,,Glen Cove,NY,11542,G2024,,2024-08-30,1000.00,1000.00,Contribution of federal funds,011,,Kim Keiserman For State Senate,,Keiserman,Kim,,,,,NY,,,,,,,,,
SB29,C00872879,B-19040,,,CCM,Nicole Sidman For NC,,,,,,4100 Carmel Road,Suite B,Charlotte,NC,28226,G2024,,2024-09-03,600.00,600.00,Contribution; IE-Only Account,012,,Nicole Sidman For NC,,Sidman,Nicole,,,,,NY,,,,,,,,,
SB29,C00872879,B-2724,,,PAC,Republican Accountability PAC,,,,,,925 15th St NW,5th Floor,Washington,DC,20005,,,2024-08-15,75000.00,,Contribution; IE only account,012,C00804856,Republican Accountability PAC,,,,,,,,,,,,,,,,,
SB29,C00872879,B-2612,,,PAC,Retire Career Politicians,,,,,,600 Pennsylvania Avenue Southeast,#15845,Washington,DC,20003,,,2024-08-15,75000.00,,Contribution; IE-Only Account,012,C00876482,Retire Career Politicians,,,,,,,,,,,,,,,,,
