form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00573261,28244563C,28244563,SA11AI,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,,,2024-10-07,3300.00,0.00,Conduit Contribution,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,X,"Earmarked by Nelson Helm, Jr"
SB23,C00573261,500194077,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Portland,OR,972810985,G2024,,2024-10-11,2500.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00573261,500194084,,,CCM,ANDY KIM FOR NEW JERSEY,,,,,,PO Box 211,,Marlton,NJ,080530211,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00648220,,,KIM,ANDY,,,,S,NJ,00,,,,,,,,
SB23,C00573261,500194071,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-10-07,5000.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00573261,500194097,,,PAC,Baldwin Wisconsin Victory Fund,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-10-08,5000.00,0.00,Contribution,,C00525295,Baldwin Wisconsin Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00573261,500194053,,,CCM,Barragan For Congress,,,,,,1840 S Gaffey St,Apt 421,San Pedro,CA,907315324,G2024,,2024-10-10,2000.00,0.00,Contribution,,C00577353,,,Barragan,Nanette,,,,H,CA,44,,,,,,,,
SB23,C00573261,28244566C,28244566,SA11AI,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,,,2024-10-07,500.00,0.00,Conduit Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,Earmarked by Daniel Simon
SB23,C00573261,28244567C,28244567,SA11AI,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,,,2024-10-08,1000.00,0.00,Conduit Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,Earmarked by Karla Jurvetson
SB23,C00573261,28244588C,28244588,SA11AI,ORG,Committee To Elect Kristen McDonald Rivet,,,,,,2600 Center Ave,,Bay City,MI,487086311,,,2024-10-08,1000.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Earmarked by Karla Jurvetson
SB23,C00573261,28244572C,28244572,SA11AI,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,,,2024-10-07,3300.00,0.00,Conduit Contribution,,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,X,"Earmarked by Nelson Helm, Jr"
SB23,C00573261,500194090,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-10-10,5000.00,0.00,Contribution,,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,,
SB23,C00573261,500194070,,,CCM,DELBENE FOR CONGRESS,,,,,,PO Box 487,,Bothell,WA,980410487,G2024,,2024-10-10,5000.00,0.00,Contribution,,C00459099,,,DelBene,Suzan,K.,,,H,WA,01,,,,,,,,
SB23,C00573261,28244579C,28244579,SA11AI,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-10-08,1000.00,0.00,Conduit Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,Earmarked by Karla Jurvetson
SB23,C00573261,500194102,,,COM,DMP VICTORY FUND,,,,,,PO Box 432250,,South Miami,FL,332432250,,,2024-10-09,5000.00,0.00,Contribution,,C00862912,DMP VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00573261,500194067,,,CCM,Dr Kim Schrier For Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,G2024,,2024-10-07,5000.00,0.00,Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00573261,500194898,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2024-10-04,55000.00,0.00,Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00573261,500194091,,,CCM,EMILY RANDALL FOR CONGRESS,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-10-10,2000.00,0.00,Contribution,,C00857094,,,RANDALL,EMILY,,,,H,WA,06,,,,,,,,
SB23,C00573261,500194063,,,CCM,Friends Of Bernie Sanders,,,,,,PO Box 391,,Burlington,VT,054020391,G2024,,2024-10-08,2500.00,0.00,Contribution,,C00411330,,,Sanders,Bernard,,,,S,VT,,,,,,,,,
SB23,C00573261,500194074,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO Box 12567,,Columbia,SC,292112567,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00255562,,,CLYBURN,JAMES,E.,,,H,SC,06,,,,,,,,
SB23,C00573261,28244562C,28244562,SA11AI,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,,,2024-10-07,1000.00,0.00,Conduit Contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,Earmarked by Daniel Simon
SB23,C00573261,500194103,,,PAC,HARRIS VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-10-11,250000.00,0.00,Contribution,,C00744946,HARRIS VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00573261,500194104,,,PAC,HARRIS VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-10-16,25000.00,0.00,Contribution,,C00744946,HARRIS VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00573261,500194105,,,CCM,HEINRICH VICTORY FUND,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-08,5000.00,0.00,Contribution,,C00603019,,,HEINRICH,MARTIN,,,,S,NM,00,,,,,,,,
SB23,C00573261,500194080,,,CCM,Hillary Scholten For Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00573261,500194066,,,CCM,Ilhan For Congress,,,,,,400 S 4Th St,Ste 401-200,Minneapolis,MN,554151411,G2024,,2024-10-07,2000.00,0.00,Contribution,,C00680934,,,Omar,Ilhan,,,,H,MN,05,,,,,,,,
SB23,C00573261,500194106,,,PAC,IN OUR HANDS,,,,,,910 17Th St NW,Ste 1050,Washington,DC,200062623,,,2024-10-09,2500.00,0.00,Contribution,,C00761957,IN OUR HANDS,,,,,,,,,,,,,,,,,
SB23,C00573261,28244583C,28244583,SA11AI,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,,,2024-10-07,3300.00,0.00,Conduit Contribution,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,X,"Earmarked by Nelson Helm, Jr"
SB23,C00573261,500194100,,,PAC,JARED GOLDEN VICTORY FUND 2024,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-10-10,5000.00,0.00,Contribution,,C00835165,JARED GOLDEN VICTORY FUND 2024,,,,,,,,,,,,,,,,,
SB23,C00573261,500194062,,,CCM,Jason Crow For Congress,,,,,,PO Box 32145,,Aurora,CO,800412145,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00637363,,,Crow,Jason,,,,H,CO,06,,,,,,,,
SB23,C00573261,500194060,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,803067142,G2024,,2024-10-10,5000.00,0.00,Contribution,,C00648253,,,Neguse,Joseph,,,,H,CO,02,,,,,,,,
SB23,C00573261,28244586C,28244586,SA11AI,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,,,2024-10-07,1000.00,0.00,Conduit Contribution,,C00639146,,,Harder,Josh,,,,H,CA,10,,,,,,,,Earmarked by Daniel Simon
SB23,C00573261,500194064,,,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,G2024,,2024-10-07,5000.00,0.00,Contribution,,C00639146,,,Harder,Josh,,,,H,CA,10,,,,,,,,
SB23,C00573261,500194076,,,CCM,JUDY CHU FOR CONGRESS,,,,,,16633 Ventura Blvd,Ste 1008,Encino,CA,914361856,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00458125,,,CHU,JUDY,,,,H,CA,28,,,,,,,,
SB23,C00573261,500194057,,,CCM,Katherine Clark For Congress,,,,,,PO Box 159,,Belmont,MA,024780002,G2024,,2024-10-07,5000.00,0.00,Contribution,,C00541888,,,Clark,Katherine,,,,H,MA,05,,,,,,,,
SB23,C00573261,500194974,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,55140,G2024,,2024-10-07,2300.00,0.00,Contribution,,C00431353,,,Klobuchar,Amy,,,,S,MN,,,,,,,,,
SB23,C00573261,500194088,,,CCM,LAMONICA MCIVER FOR CONGRESS,,,,,,PO Box 25585,,Newark,NJ,071017585,G2024,,2024-10-11,2000.00,0.00,Contribution,,C00878603,,,MCIVER,LAMONICA,,,,H,NJ,10,,,,,,,,
SB23,C00573261,500194092,,,CCM,LAURA FRIEDMAN FOR CONGRESS,,,,,,PO Box 27296,,Los Angeles,CA,900270296,G2024,,2024-10-07,2000.00,0.00,Contribution,,C00831321,,,FRIEDMAN,LAURA,,,,H,CA,30,,,,,,,,
SB23,C00573261,500195000,,,CCM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2024-10-07,2500.00,0.00,Contribution,,C00843391,,,BLUNT ROCHESTER,LISA,,,,S,DE,00,,,,,,,,
SB23,C00573261,500194055,,,CCM,Mark Pocan For Congress,,,,,,PO Box 327,,Madison,WI,537010327,G2024,,2024-10-07,3000.00,0.00,Contribution,,C00502179,,,Pocan,Mark,,,,H,WI,02,,,,,,,,
SB23,C00573261,500194073,,,CCM,Mark Takano For Congress,,,,,,PO Box 5214,,Riverside,CA,925175214,G2024,,2024-10-10,2000.00,0.00,Contribution,,C00498667,,,TAKANO,MARK,,,,H,CA,41,,,,,,,,
