form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00028787,11811875,,,CCM,Westerman For Congress,,,,,,PO Box 21097,,Hot Springs,AR,71903,G2024,,2024-03-06,5000.00,0.00,,011,C00548180,Westerman For Congress,H4AR04048,Westerman,Bruce,,Rep.,,H,AR,04,,,,,,,,
SB23,C00028787,11811877,,,CCM,Celeste For Congress,,,,,,1794 W. Aaron Tippets Road,,Cedar City,UT,84721,C2024,Convention2024,2024-03-06,5000.00,0.00,,011,C00842765,Celeste For Congress,H4UT02296,Maloy,Celeste,,Ms.,,H,UT,02,,,,,,,,
SB23,C00028787,11811983,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2024-03-06,-2500.00,0.00,Void - Lahood For Congress,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,Void - Lahood For Congress
SB23,C00028787,11812409,,,CCM,Dobson for Congress,,,,,,PO Box 6051,,Montgomery,AL,36106,R2024,2024 Alabama Run-Off,2024-03-07,5000.00,0.00,,011,C00855494,Dobson for Congress,,Dobson,Caroleene,,,,H,AL,02,,,,,,,,
SB23,C00028787,11814416,,,CCM,Craig Goldman for Congress,,,,,,PO Box 100039,,Fort Worth,TX,76185,R2024,2024 Texas Run-Off,2024-03-11,5000.00,0.00,,011,C00855528,Craig Goldman for Congress,,Goldman,Craig,,,,H,TX,12,,,,,,,,
SB23,C00028787,11815073,,,CCM,Scalise For Congress,,,,,,PO Box 23219,,Jefferson,LA,70183,G2024,,2024-03-11,5000.00,0.00,,011,C00394957,Scalise For Congress,H0LA01087,Scalise,Steve,,Rep.,,H,LA,01,,,,,,,,
SB23,C00028787,11815639,,,PAC,Raptor PAC,,,,,,Post Office Box 4864,,Midland,TX,79704,,,2024-03-13,5000.00,0.00,,011,C00749481,,,,,,,,,,,,,,,,,,
SB23,C00028787,11817539,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2024-03-18,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00028787,11817540,,,CCM,Balderson For Congress,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2024,,2024-03-18,2500.00,0.00,,011,C00662650,Balderson For Congress,H8OH12180,Balderson,William,,,,H,OH,12,,,,,,,,
SB23,C00028787,11817541,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2024-03-18,2500.00,0.00,,011,C00703843,Bice For Congress,H0OK05205,Bice,Stephanie,,,,H,OK,05,,,,,,,,
