form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00630632,SB.83,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2023-06-15,31361.43,,DISTRIBUTION OF NET JFC PROCEEDS G2024,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.85,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-06-15,92667.57,,DISTRIBUTION OF NET JFC PROCEEDS P2024,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.77,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2023-06-15,23264.39,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.78,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-06-15,36586.17,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.82,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-06-15,8311.49,,DISTRIBUTION OF NET JFC PROCEEDS BUILDING FUND,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.79,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2023-06-15,6498.43,,DISTRIBUTION OF NET JFC PROCEEDS,,C00055582,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.84,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2023-06-30,18331.93,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.86,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-06-30,49442.30,,DISTRIBUTION OF NET JFC PROCEEDS PRIMARY 2024,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.80,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2023-06-30,25206.41,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.81,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-06-30,13479.36,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
