form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00398271,500071011,,,CCM,Andy Harris for Congress,,,,,,PO Box 6,,Cambridge,MD,216130006,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00435974,,,Harris,Andy,,,,H,MD,01,,,,,,,,
SB23,C00398271,500070996,,,CCM,Bera for Congress,,,,,,PO Box 582496,,Elk Grove,CA,957580042,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00461061,,,Bera,Amerish,,,,H,CA,06,,,,,,,,
SB23,C00398271,500071030,,,PAC,BLUEGRASS COMMITTEE,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,,,2024-10-17,1500.00,0.00,Contribution to Federal PAC,011,C00235655,BLUEGRASS COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00398271,500071009,,,CCM,Buddy Carter for Congress,,,,,,PO Box 10570,,Savannah,GA,314120770,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00543967,,,Carter,Buddy,,,,H,GA,01,,,,,,,,
SB23,C00398271,500071031,,,PAC,Continuing America's Strength and Security PAC,,,,,,PO Box 80505,,Baton Rouge,LA,708980505,,,2024-10-17,2500.00,0.00,Contribution to Federal PAC,011,C00480228,Continuing America's Strength and Security PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500070997,,,CCM,Debbie Dingell for Congress,,,,,,PO Box 972480,,Ypsilanti,MI,481970303,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00558213,,,Dingell,Debbie,,,,H,MI,06,,,,,,,,
SB23,C00398271,500071029,,,PAC,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,PO Box 26141,,Alexandria,VA,223136141,,,2024-10-17,1500.00,0.00,Contribution to Federal PAC,011,C00632323,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,,,,,,,,,,,,
SB23,C00398271,500071032,,,PAC,Dirigo PAC,,,,,,PO Box 1355,,Alexandria,VA,223131355,,,2024-10-17,1000.00,0.00,Contribution to Federal PAC,,C00391797,Dirigo PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500071002,,,CCM,Donald Norcross for Congress,,,,,,PO Box 160,,Collingswood,NJ,081080160,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00558320,,,Norcross,Donald,,,,H,NJ,01,,,,,,,,
SB23,C00398271,500070998,,,CCM,Elizabeth Pannill Fletcher for Congress,,,,,,3262 Westheimer Rd,# 636,Houston,TX,770981002,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00640045,,,Pannill Fletcher,Elizabeth,,,,H,TX,07,,,,,,,,
SB23,C00398271,500070953,,,PAC,Emergency Department Practice Management Association (EDPMA-PAC),,,,,,7918 Jones Branch Dr,Ste 300,Mclean,VA,221023345,,,2024-10-17,5000.00,0.00,Contribution to Federal PAC,011,C00388470,Emergency Department Practice Management Association (EDPMA-PAC),,,,,,,,,,,,,,,,,
SB23,C00398271,500071028,,,PAC,Freedom Fund,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,306051369,,,2024-10-17,1000.00,0.00,Contribution to Federal PAC,011,C00390674,Freedom Fund,,,,,,,,,,,,,,,,,
SB23,C00398271,500071022,,,CCM,Friends of Chris Murphy,,,,,,PO Box 230987,,Hartford,CT,061230987,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00492645,,,Murphy,Christopher,,,,S,CT,,,,,,,,,
SB23,C00398271,500071033,,,CCM,Friends of John Barrasso,,,,,,PO Box 52008,,Casper,WY,826052008,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00436386,,,Barrasso,John,,,,S,WY,,,,,,,,,
SB23,C00398271,500071036,,,CCM,Friends of Neal Dunn,,,,,,PO Box 10037,,Tallahassee,FL,323022037,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00582304,,,Dunn,Neal,,,,H,FL,02,,,,,,,,
SB23,C00398271,500071010,,,CCM,Guthrie for Congress,,,,,,PO Box 22401,,Louisville,KY,402520401,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00445023,,,Guthrie,Brett,,,,H,KY,02,,,,,,,,
SB23,C00398271,500071024,,,PAC,Impact,,,,,,192 Lexington Ave,Rm 1001,New York,NY,100166823,,,2024-10-17,2500.00,0.00,Contribution to Federal PAC,011,C00348607,Impact,,,,,,,,,,,,,,,,,
SB23,C00398271,500070999,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
SB23,C00398271,500071025,,,CCM,Kaine for Virginia,,,,,,1490 Quarterpath Rd,Ste # 5A,Williamsburg,VA,231856544,G2024,,2024-10-17,5000.00,0.00,Contribution to Candidate Committee,011,C00495358,,,Kaine,Tim,,,,S,VA,,,,,,,,,
SB23,C00398271,500071008,,,CCM,Kat for Congress,,,,,,5200 NW 43rd St,Ste Pm 102,Gainesville,FL,326064486,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00730895,,,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00398271,500071012,,,CCM,Lawler for Congress Inc,,,,,,PO Box 87,,South Salem,NY,105900087,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00815415,,,Lawler,Michael,,,,H,NY,17,,,,,,,,
SB23,C00398271,500071001,,,PAC,Madison PAC,,,,,,235 State St,Apt 206,Springfield,MA,011031741,,,2024-10-17,2500.00,0.00,Contribution to Federal PAC,011,C00426809,Madison PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500071014,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO Box 30844,,Bethesda,MD,208240844,,,2024-10-17,2500.00,0.00,Contribution to Federal PAC,011,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500071013,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,100 E Ferguson St,Ste 500,Tyler,TX,757025750,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00796086,,,Moran,Nathaniel,,,,H,TX,01,,,,,,,,
SB23,C00398271,500071005,,,CCM,Paul Tonko for Congress,,,,,,911 Central Ave,# 221,Albany,NY,122061350,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00450049,,,Tonko,Paul,,,,H,NY,20,,,,,,,,
SB23,C00398271,500070995,,,PAC,PROGRESSIVE MAJORITY PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2024-10-17,1500.00,0.00,Contribution to Federal PAC,011,C00663609,PROGRESSIVE MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500071026,,,PAC,Reclaim America PAC,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,,,2024-10-17,1500.00,0.00,Contribution to Federal PAC,011,C00500025,Reclaim America PAC,,,,,,,,,,,,,,,,,
SB23,C00398271,500071034,,,CCM,Richard E Neal for Congress Committee,,,,,,76 Magnolia Ter,,Springfield,MA,011082533,G2024,,2024-10-17,5000.00,0.00,Contribution to Candidate Committee,011,C00226522,,,Neal,Richard,,,,H,MA,01,,,,,,,,
SB23,C00398271,500071027,,,CCM,Rick Scott for Florida,,,,,,PO Box 130708,,Tampa,FL,336810708,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00676965,,,Scott,Rick,,,,S,FL,,,,,,,,,
SB23,C00398271,500071000,,,CCM,Robin Kelly for Congress,,,,,,PO Box 101199,,Chicago,IL,606108913,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00539866,,,Kelly,Robin,,,,H,IL,02,,,,,,,,
SB23,C00398271,500071023,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00606939,,,Rosen,Jacky,,,,S,NV,,,,,,,,,
SB23,C00398271,500071004,,,CCM,Stanton for Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00657304,,,Stanton,Greg,,,,H,AZ,04,,,,,,,,
SB23,C00398271,500071006,,,CCM,Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00398271,500071003,,,CCM,Terri Sewell for Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,,
SB23,C00398271,500071035,,,CCM,TEXANS FOR RONNY JACKSON,,,,,,PO Box 53058,,Amarillo,TX,791593058,G2024,,2024-10-17,1500.00,0.00,Contribution to Candidate Committee,011,C00730531,,,Jackson,Ronny,,,,H,TX,13,,,,,,,,
SB23,C00398271,500071007,,,CCM,Vern Buchanan for Congress,,,,,,PO Box 48928,,Sarasota,FL,342305928,G2024,,2024-10-17,2500.00,0.00,Contribution to Candidate Committee,011,C00412759,,,Buchanan,Vernon,,,,H,FL,16,,,,,,,,
SB23,C00398271,500071015,,,CCM,Weber for Congress,,,,,,133 N Friendswood Dr,# 353,Friendswood,TX,775463746,G2024,,2024-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00502229,,,Weber,Randy,,,,H,TX,14,,,,,,,,
