form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00878009,500003904,,,COM,Angela Demas For Meridian Clerk,,,,,,2162 Banyon Trl,,East Lansing,MI,488237707,,,2024-10-29,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003895,,,COM,Ann Johnson Campaign,,,,,,325 W 18Th St,,Houston,TX,770083903,,,2024-10-25,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003905,,,COM,Anthony Garcia For City Council,,,,,,2212 N Center St,Apt 2,Flagstaff,AZ,860043584,,,2024-10-29,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003901,,,COM,Assembly Democratic Campaign Committee,,,,,,PO Box 814,,Madison,WI,537010814,,,2024-10-28,12000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003887,,,COM,Campaign Committee For Laura Gannon,,,,,,114 E Golden Lake Ln,,Circle Pines,MN,550141727,,,2024-10-22,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003886,,,COM,Campaign Fund Of Karen MacLaughlin For School Board,,,,,,425 16Th Ave SW,,Rochester,MN,559021931,,,2024-10-22,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003780,,,ORG,Campaign Of Bridget Liverca,,,,,,4204 Walnut Rd,,Saint Bonifacius,MN,553751168,,,2024-10-17,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003781,,,ORG,Committee For The Election Of Teri Stapleton,,,,,,2699 Arbor Chase Dr NE,,Grand Rapids,MI,495259459,,,2024-10-17,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003888,,,COM,Committee To Elect Michael Howard,,,,,,23725 Beierman Ave,,Warren,MI,480913168,,,2024-10-22,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003906,,,ORG,Committee To Elect Mike Yin,,,,,,65 Virginian Ln,Apt 65-6,Jackson,WY,830019142,,,2024-10-29,2500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003782,,,ORG,Committee To Elect Pam Kaiser,,,,,,1309 Old Long Lake Rd,,Traverse City,MI,496857891,,,2024-10-17,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003897,,,COM,Creighton For State Senate,,,,,,1000 W Forest Meadows St,Apt 245,Flagstaff,AZ,860012914,,,2024-10-28,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003889,,,COM,Donahue For Supervisor,,,,,,4408 Pepperwood Hl SE,,Cedar Rapids,IA,524031069,,,2024-10-22,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003898,,,COM,Elect LaResha Thornton,,,,,,8723 Lagoon Dr,,Ypsilanti,MI,481976793,,,2024-10-28,250.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
