form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208322,SB29.16003,,,CCM,Andrew Murr Campaign,,,,,,PO Box 125,,Junction,TX,76849,,,2023-07-31,500.00,,,,,,,,,,,,H,TX,53,,,,,,,,
SB29,C00208322,SB29.16039,,,CCM,Brad Wilson Exploratory Committee,,,,,,PO Box 58049,,Salt Lake City,UT,84158,,,2023-10-02,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16011,,,CCM,Bryan Hughes Campaign,,,,,,PO Box 450,,Mineola,TX,75773,,,2023-07-31,750.00,,,,,,,,,,,,S,TX,01,,,,,,,,
SB29,C00208322,SB29.16019,,,CCM,Charles Perry Campaign,,,,,,PO Box 94806,,Lubbock,TX,79493,,,2023-07-31,1500.00,,,,,,,,,,,,S,TX,28,,,,,,,,
SB29,C00208322,SB29.15981,,,CCM,Citizens for Gavarone,,,,,,"65 E State St., Suire 270",,Columbus,OH,43215,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15979,,,CCM,Citizens for McColley,,,,,,15 Lamans Dr.,,Napoleon,OH,43545,,,2023-07-31,500.00,,,,,,,,,,,,S,OH,01,,,,,,,,
SB29,C00208322,SB29.15977,,,CCM,Citizens for Schuring Committee,,,,,,330 Third St. NW,,Canton,OH,44702,,,2023-07-31,500.00,,,,,,,,,,,,S,OH,29,,,,,,,,
SB29,C00208322,SB29.15965,,,CCM,Committee to Elect Brett Hillyer,,,,,,201 N Main St,,Urichsville,OH,44683,,,2023-07-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16035,,,CCM,Corey Simon Campaign,,,,,,PO Box 16121,,Tallahassee,FL,32317,,,2023-08-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15997,,,CCM,David Spiller Campaign,,,,,,PO Box 447,,Jacksboro,TX,76458,,,2023-07-31,500.00,,,,,,,,,,,,H,TX,68,,,,,,,,
SB29,C00208322,SB29.16031,,,CCM,Donna Campbell Campaign,,,,,,PO Box 171002,,San Antonio,TX,78217,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16017,,,CCM,Drew Springer for Texas Campaign,,,,,,PO Box 6,,Muenster,TX,76252,,,2023-07-31,750.00,,,,,,,,,,,,S,TX,30,,,,,,,,
SB29,C00208322,SB29.15987,,,CCM,Friends for Allen Landis,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15985,,,CCM,Friends of Bill Reineke,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-07-31,500.00,,,,,,,,,,,,S,OH,,,,,,,,,
SB29,C00208322,SB29.15969,,,CCM,Friends of Bride Rose Sweeney,,,,,,23993 Fairlawn Dr.,,North Olmsted,OH,44070,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15951,,,CCM,Friends of Delbert Hoseman,,,,,,200 N Congress,Ste 201,Jackson,MS,39201,,,2023-07-31,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15959,,,CCM,Friends of Jay Edwards,,,,,,145 Rich St,Suite 100,Columbus,OH,43215,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16127,,,CCM,Friends of Jerry Cirino,,,,,,8075 N Orchard Dr,,Concord,OH,44077,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15957,,,PAC,Friends of Jon Cross,,,,,,8 N. Main St.,,Kenton,OH,43326,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15975,,,CCM,Friends of Nickie Antonio,,,,,,1305 Belle Ave,,Lakewood,OH,44107,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15949,,,CCM,Friends of Tate Reeves,,,,,,"200 N Congress, STE 201",,Jackson,MS,39201,,,2023-07-31,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16041,,,CCM,Friends of Tate Reeves,,,,,,"200 N Congress, STE 201",,Jackson,MS,39201,,,2023-10-26,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15967,,,ORG,Friends of Tom Patton,,,,,,17157 Rabbit Run Road,,Strongville,OH,44136,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16007,,,CCM,Greg Bonnen Campaign,,,,,,174 Calder Rd,Suite 1000,League City,TX,77573,,,2023-07-31,1000.00,,,,,,,,,,,,H,TX,24,,,,,,,,
SB29,C00208322,SB29.16027,,,CAN,,Hinojosa,Chuy,,,,"1508 S Lone Star Way, Suite 6A",,Edinburg,TX,78539,,,2023-07-31,750.00,,,,,,,,,,,,,TX,,,,,,,,,
SB29,C00208322,SB29.16005,,,CCM,Jacy Jetton Campaign,,,,,,"1108 Soldiers Field Drive, Ste 360",,Sugar Land,TX,77479,,,2023-07-31,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16001,,,PAC,Janie Lopez Campaign,,,,,,1390 W Expressway 83,,San Benito,TX,78586,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16023,,,CCM,JOAN HUFFMAN CAMPAIGN,,,,,,3733-1 Westheimer,#40,HOUSTON,TX,77027,,,2023-07-31,1000.00,,,,,,,,,,,,S,TX,17,,,,,,,,
SB29,C00208322,SB29.16015,,,CCM,Judith Zaffirini Campaign,,,,,,"1005 Congress Ave., Suite 580",,Austin,TX,78701,,,2023-07-31,500.00,,,,,,,,,,,,S,TX,21,,,,,,,,
SB29,C00208322,SB29.16009,,,CAN,,Kacal,Kyle,,,,3000 Briarcrest DR. Suite 203,,Bryan,TX,77802,,,2023-07-31,500.00,,,,,,,,,,,,,TX,,,,,,,,,
SB29,C00208322,SB29.15999,,,CCM,KEN KING CAMPAIGN,,,,,,PO BOX 517,,CANADIAN,TX,79014,,,2023-07-31,750.00,,,,,,,,,,,,S,TX,88,,,,,,,,
SB29,C00208322,SB29.15961,,,PAC,LaRe for Ohio,,,,,,5738 McNeven Court,,Dublin,OH,43017,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16025,,,CCM,LOIS KOLKHORST CAMPAIGN,,,,,,PO BOX 2546,,BRENHAM,TX,77834,,,2023-07-31,1000.00,,,,,,,,,,,,S,TX,,,,,,,,,
SB29,C00208322,SB29.15993,,,CCM,Lynn Stucky Campaign,,,,,,PO Box 464,,Denton,TX,76202,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16037,,,CAN,,Maney,Patt,,,,PO Box 708,,Shalimar,FL,32579,,,2023-08-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15973,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-07-31,1000.00,,,,,,,,,,,,S,OH,12,,,,,,,,
SB29,C00208322,SB29.15971,,,CCM,Monica Robb Blasdel for State Representative,,,,,,240 Aberdeen Ct.,,Columbiana,OH,44408,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.16029,,,CCM,Morgan LaMantia Campaign,,,,,,1324 E Madison,,Brownsville,TX,78520,,,2023-07-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15952,,,PAC,MS House Leadership PAC,,,,,,200 N Congress,Ste 201,Jackson,MS,39201,,,2023-08-01,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.15983,,,CCM,Nathan Manning for Ohio,,,,,,7065 Avon Belden Rd.,,North Ridgeville,OH,44040,,,2023-07-31,500.00,,,,,,,,,,,,S,OH,,,,,,,,,
