form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00744532,EB254,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,"4040 MACARTHUR BLVD, STE 200",,NEWPORT BEACH,CA,92660,G2024,,2023-08-25,5000.00,,CONTRIBUTION,011,C00798322,SCOTT BAUGH FOR CONGRESS,,BAUGH,SCOTT,,,,H,CA,47,,,,,,,,
SB23,C00744532,EB258,,,COM,DON BACON FOR CONGRESS,,,,,,PO BOX 391368,,OMAHA,NE,68139,P2024,,2023-09-27,2000.00,,CONTRIBUTION,011,C00575167,DON BACON FOR CONGRESS,,BACON,DON,,,,H,NE,02,,,,,,,,
SB23,C00744532,EB260,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,"13203 SE 172ND AVE, STE 166 #399",,HAPPY VALLEY,OR,97086,P2024,,2023-09-29,1500.00,,CONTRIBUTION,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
SB23,C00744532,EB266,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,"13203 SE 172ND AVE, STE 166 #399",,HAPPY VALLEY,OR,97086,P2024,,2023-12-08,2000.00,,CONTRIBUTION,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
SB23,C00744532,EB267,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 68,,SOUTH SALEM,NY,10590,P2024,,2023-12-08,5000.00,,CONTRIBUTION,011,C00694778,NICOLE FOR NEW YORK,,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,,,
SB23,C00744532,EB268,,,COM,VAN DREW FOR CONGRESS,,,,,,PO BOX 671,,CAPE MAY COURTHOUSE,NJ,08210,P2024,,2023-12-08,5000.00,,CONTRIBUTION,011,C00661868,VAN DREW FOR CONGRESS,,DREW,JEFF VAN,,,,H,NJ,02,,,,,,,,
SB23,C00744532,EB272,,,COM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,630220050,P2024,,2023-12-11,5000.00,,CONTRIBUTION,011,C00495846,ANN WAGNER FOR CONGRESS,,WAGNER,ANN,,,,H,MO,02,,,,,,,,
SB23,C00744532,EB270,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,P2024,,2023-12-11,3000.00,,CONTRIBUTION,011,C00714865,BETH VAN DUYNE FOR CONGRESS,,DUYNE,BETH VAN,,,,H,TX,24,,,,,,,,
SB23,C00744532,EB273,,,COM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER ST #281,,MIAMI,FL,33134,P2024,,2023-12-11,5000.00,,CONTRIBUTION,011,C00714261,SALAZAR FOR CONGRESS,,SALAZAR,MARIA ELVIRA,,,,H,FL,27,,,,,,,,
SB23,C00744532,EB274,,,COM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER ST #281,,MIAMI,FL,33134,G2024,,2023-12-11,1600.00,,CONTRIBUTION,011,C00714261,SALAZAR FOR CONGRESS,,SALAZAR,MARIA ELVIRA,,,,H,FL,27,,,,,,,,
