form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001016,500071024,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-03-12,5000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00001016,500071041,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,PO Box 368,,Brunswick,ME,040110368,P2024,,2024-03-13,5000.00,0.00,Contribution,,C00516047,,,KING,ANGUS STANLEY,,,JR,S,ME,,,,,,,,,
SB23,C00001016,500071016,,,CCM,BONAMICI FOR CONGRESS,,,,,,2236 SE 10Th Ave,,Portland,OR,972144660,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00500421,,,BONAMICI,SUZANNE,,,,H,OR,01,,,,,,,,
SB23,C00001016,500071009,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO Box 939,,Langhorne,PA,190470939,G2024,,2024-03-21,5000.00,0.00,Contribution,,C00607416,,,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00001016,500071021,,,CCM,CAROL MURPHY FOR CONGRESS,,,,,,PO Box 181,,Mount Laurel,NJ,080540181,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00853051,,,MURPHY,CAROL,,,,H,NJ,03,,,,,,,,
SB23,C00001016,500071056,,,CCM,Citizens For Eleanor Holmes Norton,,,,,,2201 Wisconsin Ave NW,Ste 320,Washington,DC,200074105,P2024,,2024-03-13,2500.00,0.00,Contribution,,C00244335,,,Norton,Eleanor Holmes,,,,H,DC,01,,,,,,,,
SB23,C00001016,500071040,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,060667372,P2024,,2024-03-13,5000.00,0.00,Contribution,,C00410233,,,Courtney,Joseph,D.,,,H,CT,02,,,,,,,,
SB23,C00001016,500071188,,,PAC,Democrats Win Seats (DWS PAC),,,,,,1070 Twin Branch Ln,,Weston,FL,333262827,,,2024-03-20,5000.00,0.00,Contribution,,c00425470,Democrats Win Seats (DWS PAC),,,,,,,,,,,,,,,,,
SB23,C00001016,500071467,,,CCM,DON BACON FOR CONGRESS,,,,,,PO Box 391368,,Omaha,NE,681391368,G2024,,2024-03-25,-5000.00,0.00,Voided Check - Orig Issued 11/21/2023,,C00575167,,,BACON,DONALD J,,,,H,NE,02,,,,,,,,
SB23,C00001016,500071468,,,CCM,DON BACON FOR CONGRESS,,,,,,PO Box 391368,,Omaha,NE,681391368,G2024,,2024-03-26,5000.00,0.00,Contribution,,C00575167,,,BACON,DONALD J,,,,H,NE,02,,,,,,,,
SB23,C00001016,500071036,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-03-13,5000.00,0.00,Contribution,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00001016,500071189,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO Box 681202,,Schaumburg,IL,601681202,G2024,,2024-03-20,5000.00,0.00,Contribution,,C00575092,,,KRISHNAMOORTHI,S. RAJA,,,,H,IL,08,,,,,,,,
SB23,C00001016,500069975,,,CCM,JD VANCE FOR SENATE INC.,,,,,,PO Box 6564,,Cincinnati,OH,452060564,P2028,,2024-02-14,5000.00,0.00,Contribution,,C00783142,,,VANCE,J,D,,,S,OH,,,,,,,,X,*
SB23,C00001016,500071355,,,CCM,JD VANCE FOR SENATE INC.,,,,,,PO Box 6564,,Cincinnati,OH,452060564,P2028,,2024-03-25,-5000.00,0.00,Redesignation,,C00783142,,,VANCE,J,D,,,S,OH,,,,,,,,X,*
SB23,C00001016,500071356,500071355,SB23,CCM,JD VANCE FOR SENATE INC.,,,,,,PO Box 6564,,Cincinnati,OH,452060564,G2022,,2024-03-25,5000.00,0.00,Contribution to G2022 Debt,,C00783142,,,VANCE,J,D,,,S,OH,,,,,,,,X,*
SB23,C00001016,500071019,,,PAC,JERSEY VALUES PAC,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-03-12,5000.00,0.00,Contribution,,C00652164,JERSEY VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00001016,500071020,,,CCM,JOHNNY O FOR CONGRESS,,,,,,711 W 40Th St,Ste 330,Baltimore,MD,212112142,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00867747,,,OLSZEWSKI,JOHN,,,JR.,H,MD,02,,,,,,,,
SB23,C00001016,500071014,,,CCM,JONATHAN NEZ FOR CONGRESS,,,,,,PO Box 1854,,Flagstaff,AZ,860021854,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00853473,,,NEZ,JONATHAN,MICHAEL,,,H,AZ,02,,,,,,,,
SB23,C00001016,500071187,,,CCM,KATRINA SHANKLAND FOR CONGRESS,,,,,,PO Box 25,,Stevens Point,WI,544810025,P2024,,2024-03-20,5000.00,0.00,Contribution,,C00852210,,,SHANKLAND,KATRINA,,,,H,WI,03,,,,,,,,
SB23,C00001016,500071011,,,CCM,LAHOOD FOR CONGRESS,,,,,,PO Box 10735,,Peoria,IL,616120735,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00575050,,,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00001016,500071022,,,CCM,"MOORE FOR WEST VIRGINIA, INC.",,,,,,PO Box 603,,Harpers Ferry,WV,254250603,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00828947,,,MOORE,RILEY,,,,H,WV,02,,,,,,,,
SB23,C00001016,500071023,,,CCM,"MOORE FOR WEST VIRGINIA, INC.",,,,,,PO Box 603,,Harpers Ferry,WV,254250603,G2024,,2024-03-12,5000.00,0.00,Contribution,,C00828947,,,MOORE,RILEY,,,,H,WV,02,,,,,,,,
SB23,C00001016,500071038,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,911 Central Ave,,Albany,NY,122061350,G2024,,2024-03-13,5000.00,0.00,Contribution,,C00450049,,,TONKO,PAUL,DAVID,,,H,NY,20,,,,,,,,
SB23,C00001016,500071010,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,PO Box 1318,,Deerfield,IL,600156005,P2024,,2024-03-12,5000.00,0.00,Contribution,,C00495952,,,SCHNEIDER,BRADLEY SCOTT,,,,H,IL,10,,,,,,,,
SB23,C00001016,500071039,,,CCM,THE BILL KEATING COMMITTEE,,,,,,PO Box 3065,,Buzzards Bay,MA,025320765,P2024,,2024-03-13,5000.00,0.00,Contribution,,C00479063,,,KEATING,WILLIAM RICHARD,,,,H,MA,09,,,,,,,,
