form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00838896,500690950,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-31,120.49,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838896,500681350,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2023-07-25,2000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00838896,500684780,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-11,531.28,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838896,500695411,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,9885.76,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00838896,500695420,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,8.20,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695430,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,43.33,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695460,500695411,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,606660100,,,2023-11-16,-5.74,0.00,Refund from Vendor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695421,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,4.53,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695431,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,1.14,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695451,500695411,SB21B,ORG,Marriott International,,,,,,7750 Wisconsin Ave,,Bethesda,MD,208143522,,,2023-11-16,535.76,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695412,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,6.35,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695422,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,2.45,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695432,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,7.62,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695442,500695411,SB21B,ORG,Curb Taxi,,,,,,1111 34th Ave,,Astoria,NY,111064923,,,2023-11-16,151.21,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695452,500695411,SB21B,ORG,Marriott International,,,,,,7750 Wisconsin Ave,,Bethesda,MD,208143522,,,2023-11-16,273.37,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00838896,500695413,500695411,SB21B,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,600944014,,,2023-11-16,0.54,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,X,*
