form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00682492,B830995,,,CCM,Cindy Axne for Congress,,,,,,P.O. Box 65551,,West Des Moines,IA,50265,G2022,,2023-01-11,-1000.00,,Contribution,011,C00646844,,H8IA03124,Axne,Cindy,,,,H,IA,03,,,,,,,,Voided: Original check dated 09/24/22
SB23,C00682492,B831001,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,G2022,,2023-01-11,-2500.00,,Contribution,011,C00573949,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,Voided: Original check dated 09/24/22
SB23,C00682492,B839424,,,CCM,Iowans for Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2024,,2023-02-01,500.00,,Contribution,011,C00784389,,H2IA03119,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00682492,B841568,,,CCM,Thom Tillis Committee,,,,,,100 M Street SE Suite 750,,Washington,DC,20003,P2026,,2023-03-13,2500.00,,Contribution,011,C00545772,,S4NC00162,Tillis,Thom,,,,S,NC, ,,,,,,,,
SB23,C00682492,B844839,,,CCM,Andy Barr for Congress Inc.,,,,,,PO Box 2059,,Lexington,KY,40588,P2024,,2023-04-08,2500.00,,Contribution,011,C00467571,,H0KY06104,Barr,Andy,,,,H,KY,06,,,,,,,,
SB23,C00682492,B844838,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 6270,,Brownsville,TX,78523,P2024,,2023-04-08,1000.00,,Contribution,011,C00592659,,H6TX15162,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
SB23,C00682492,B845210,,,PAC,Congressional Black Caucus PAC,,,,,,100 M Street SE Suite 750,,Washington,DC,20003,O2023,Not Applicable,2023-04-14,5000.00,,Contribution,011,C00147512,,,,,,,,,, ,,,,,,,,
SB23,C00682492,B845209,,,CCM,Kuster for Congress,,,,,,100 M Street SE Suite 750,,Washington DC,DC,20003,P2024,,2023-04-14,1000.00,,Contribution,011,C00462861,,H0NH02181,Kuster,Ann McClane,,,,H,NH,02,,,,,,,,
SB23,C00682492,B846688,,,CCM,Katie Britt for Alabama,,,,,,1101 30th Street NW Suite 125,,Washington,DC,20007,P2028,,2023-05-12,1000.00,,Contribution,011,C00781443,,S2AL00145,Britt,Katie,,,,S,AL, ,,,,,,,,
SB23,C00682492,B847986,,,PTY,CCIA PAC,,,,,,974 Cambridge Court,,Rocky Mount,NC,27804,O2023,Not Applicable,2023-05-31,5000.00,,Contribution,011,C00550483,,,,,,,,,, ,,,,,,,,
SB23,C00682492,B849424,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2023-06-20,2500.00,,Contribution,011,C00573949,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
