form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00246421,SB22.4617,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,G2024,,2024-03-08,1000.00,,,011,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,,H,NJ,12,,,,,,,,
SB22,C00246421,SB22.4620,,,CCM,BRITTANY PETTERSEN FOR COLORADO,,,,,,PO BOX 150887,,LAKEWOOD,CO,80215,G2024,,2024-03-15,500.00,,,011,C00637215,BRITTANY PETTERSEN FOR COLORADO,,,,,,,H,CO,07,,,,,,,,
SB22,C00246421,SB22.4614,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,G2024,,2024-03-08,1500.00,,,011,C00723189,CANTWELL VICTORY 2024,,,,,,,S,IL,00,,,,,,,,
SB22,C00246421,SB22.4612,,,CCM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,G2024,,2024-03-05,1500.00,,,011,C00545830,CASEY KEYSTONE VICTORY FUND,,,,,,,S,PA,00,,,,,,,,
SB22,C00246421,SB22.4595,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,137 N. 14TH AVENUE,,MELROSE PARK,IL,60160,G2024,,2024-01-30,1000.00,,,011,C00661777,CHUY GARCIA FOR CONGRESS,,,,,,,H,IL,04,,,,,,,,
SB22,C00246421,SB22.4588,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-01-02,5000.00,,,011,C00345546,CITIZENS TO ELECT RICK LARSEN,,,,,,,H,WA,02,,,,,,,,
SB22,C00246421,SB22.4604,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,G2024,,2024-02-22,1000.00,,,011,C00422980,COHEN FOR CONGRESS,,,,,,,H,TN,09,,,,,,,,
SB22,C00246421,SB22.4594,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO BOX 601631,,DALLAS,TX,75360,G2024,,2024-01-26,3000.00,,,011,C00839597,COLIN ALLRED FOR SENATE,,,,,,,S,TX,00,,,,,,,,
SB22,C00246421,SB22.4608,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,G2024,,2024-02-23,1500.00,,,011,C00558320,DONALD NORCROSS FOR CONGRESS,,,,,,,H,NJ,01,,,,,,,,
SB22,C00246421,SB22.4600,,,CCM,DUCKWORTH VICTORY FUND,,,,,,124 WASHINGTON STREET,SUITE 101,FOXBORO,MA,02035,G2024,,2024-02-02,1500.00,,,011,C00577189,DUCKWORTH VICTORY FUND,,,,,,,,,,,,,,,,,
SB22,C00246421,SB22.4627,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-03-28,1000.00,,,011,C00793935,ERIC SORENSEN FOR ILLINOIS,,,,,,,H,IL,17,,,,,,,,
