form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00574970,500282106,,,ORG,4C Partners LLC,,,,,,PO Box 25755,,Alexandria,VA,223135755,,,2024-10-30,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500281277,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,102.01,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282039,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,448.79,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282368,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,374.58,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282427,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-03,139.63,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282469,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,51.71,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282538,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-10,8.94,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282866,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,8.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500283150,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-24,115.04,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500283207,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-25,1.19,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282061,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,181.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282300,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-10-31,13496.15,0.00,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282256,500282300,SB21B,ORG,Aloft Raleigh-Durham Airport,,,,,,10020 Sellona St,,Raleigh,NC,276178231,,,2024-10-31,223.01,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282257,500282300,SB21B,ORG,American Airlines,,,,,,2500 Victory Ave,,Dallas,TX,752197601,,,2024-10-31,1074.90,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282326,500282300,SB21B,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-10-31,-24.96,0.00,Cashback Rewards,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282258,500282300,SB21B,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-10-31,468.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282260,500282300,SB21B,ORG,Cape Air,,,,,,660 Barnstable Rd,,Hyannis,MA,026011927,,,2024-10-31,626.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282265,500282300,SB21B,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-10-31,847.91,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282266,500282300,SB21B,ORG,Delta Hotels Utica,,,,,,200 Genesee St,,Utica,NY,135024307,,,2024-10-31,642.69,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282270,500282300,SB21B,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-10-31,45.79,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282274,500282300,SB21B,ORG,Hampton Inn Bar Harbor,,,,,,12 Norman Rd,,Bar Harbor,ME,046091114,,,2024-10-31,909.85,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282276,500282300,SB21B,ORG,Havana,,,,,,318 Main St,,Bar Harbor,ME,046091637,,,2024-10-31,257.61,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282277,500282300,SB21B,ORG,JetBlue,,,,,,2701 Queens Plz N,,Long Island City,NY,111014020,,,2024-10-31,787.80,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282282,500282300,SB21B,ORG,Long Island Marriott,,,,,,101 James Doolittle Blvd,,Uniondale,NY,115533637,,,2024-10-31,283.53,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282284,500282300,SB21B,ORG,Mandalay Restaurant,,,,,,4348 California St,,San Francisco,CA,941181316,,,2024-10-31,324.14,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282286,500282300,SB21B,ORG,Moxy NYC Lower East Side,,,,,,145 Bowery,,New York,NY,100024906,,,2024-10-31,807.49,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282287,500282300,SB21B,ORG,Ms. Ruby's Peach Cobbler Cafe,,,,,,2450 Atlanta Rd SE,,Smyrna,GA,300802071,,,2024-10-31,319.78,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282317,500282300,SB21B,ORG,Ooh De Lally,,,,,,4916 Underwood Ave,,Omaha,NE,681322422,,,2024-10-31,389.88,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282297,500282300,SB21B,ORG,Sea Salt Healthy Kitchen,,,,,,130 Retreat Vlg,,Saint Simons Island,GA,315222421,,,2024-10-31,227.63,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282298,500282300,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-10-31,476.96,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282322,500282300,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-10-31,87.21,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282324,500282300,SB21B,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606806605,,,2024-10-31,560.42,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282310,500282300,SB21B,ORG,Westin Hotels & Resorts,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2024-10-31,1799.55,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282252,,,IND,,Amico,Joyce,,,,166 Columbia Rd,,Boston,MA,021213411,,,2024-10-30,1696.83,0.00,Reimbursement - Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282251,500282252,SB21B,ORG,Mamma Maria,,,,,,3 North Sq,,Boston,MA,021132404,,,2024-10-30,1696.83,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00574970,500282465,,,ORG,"Authentic Campaigns, Inc.",,,,,,1120 N 27Th St,,Richmond,VA,232235302,,,2024-11-06,5000.00,0.00,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500281701,,,ORG,Capitol Compliance Associates,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-23,1006.10,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282253,,,ORG,Democracy Engine LLC,,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2024-10-31,200.00,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282919,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-11-19,545.40,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282424,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-11-04,104.94,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282331,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-31,4154.54,0.00,Reimbursement for shared employee services,,C00541888,,,Clark,Katherine,,,,H,MA,05,,,,,,,,
SB21B,C00574970,500282462,,,ORG,The Blackwell Group LLC,,,,,,2125 14Th St NW,Apt 503,Washington,DC,200098001,,,2024-11-06,1122.36,0.00,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282463,,,ORG,The Blackwell Group LLC,,,,,,2125 14Th St NW,Apt 503,Washington,DC,200098001,,,2024-11-06,3147.34,0.00,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00574970,500282464,,,ORG,The Blackwell Group LLC,,,,,,2125 14Th St NW,Apt 503,Washington,DC,200098001,,,2024-11-06,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
