form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500024058,,,ORG,Allison Drew FBISD Trustee 5,,,,,,5215 Alden Springs Blvd,,Sugar Land,TX,774796803,G2023,,2023-05-09,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024025,,,COM,Borris Miles Campaign,,,,,,2440 Texas Pkwy,Ste 110,Missouri City,TX,774894022,G2022,,2023-05-18,-1000.00,0.00,Non-Federal Candidate Contribution,011,,,,,,,,,,,,,,,,,,,VOID CK Original 12/22
SB29,C00002089,500024026,,,COM,Carol Alvarado Campaign,,,,,,PO Box 230842,,Houston,TX,772230842,G2022,,2023-05-18,-1000.00,0.00,Non-Federal Candidate Contribution,011,,,,,,,,,,,,,,,,,,,VOID CK Original 12/22
SB29,C00002089,500024036,,,COM,Committee to Elect Bethany Hall-Long,,,,,,PO Box 1183,,Middletown,DE,197097183,G2024,,2023-05-16,600.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024068,,,ORG,Communications Workers of America,,,,,,501 3rd St NW,Ste C1,Washington,DC,200012760,,,2023-05-25,5158.35,0.00,Transfer of Mistaken Deposit,001,,,,,,,,,,,,,,,,,,,Orig. Unitemized Deposit 12/2022
SB29,C00002089,500024037,,,COM,CWA District 1 PAC,,,,,,80 Pine St,Fl 37,New York,NY,100051728,,,2023-05-04,60000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024042,,,COM,CWA Michigan Action Committee,,,,,,20525 Center Ridge Rd,Ste 700,Cleveland,OH,441163497,,,2023-05-04,5000.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024043,,,COM,CWA Michigan Action Committee,,,,,,20525 Center Ridge Rd,Ste 700,Cleveland,OH,441163497,,,2023-05-25,500.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024034,,,COM,CWA NJ PEC,,,,,,102 S Warren St,,Trenton,NJ,086082304,,,2023-05-01,15000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024062,,,COM,Dan Barrios for Richardson,,,,,,604 S Cottonwood Dr,,Richardson,TX,750805712,P2023,,2023-05-09,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024063,,,COM,Destiny for Virginia,,,,,,9962 Brook Rd,# 671,Glen Allen,VA,230596501,P2023,,2023-05-18,2500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024064,,,COM,Elizabeth Guzman for VA,,,,,,PO Box 717,,Bristow,VA,201360717,P2023,,2023-05-18,2500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024049,,,COM,Friends of Brandon Johnson,,,,,,5715 W Superior St,,Chicago,IL,606441043,P2027,,2023-05-04,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024052,,,COM,Friends of Cory McCray,,,,,,PO Box 18741,,Baltimore,MD,212060741,P2026,,2023-05-18,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024065,,,COM,Friends of Michele Grim,,,,,,2937 E Lincolnshire Blvd,,Toledo,OH,436062818,G2024,,2023-05-23,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024046,,,COM,Friends of Nickie J. Antonio,,,,,,1305 Belle Ave,,Lakewood,OH,441072679,P2026,,2023-05-23,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024047,,,COM,Friends of Nickie J. Antonio,,,,,,1305 Belle Ave,,Lakewood,OH,441072679,P2026,,2023-05-25,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024039,,,COM,Javier Salazar for Sheriff,,,,,,PO Box 830679,,San Antonio,TX,782830679,G2024,,2023-05-25,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024057,,,COM,Jessica Brown for Judge,,,,,,2 Penn Center 1500 Jfk Blvd,Suite 900,Philadelphia,PA,19102,P2023,,2023-05-04,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024048,,,COM,Jose Garza Campaign,,,,,,6913 Rufus Dr,,Austin,TX,787523123,G2024,,2023-05-09,3000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024056,,,COM,Lauren McNally for Ohio,,,,,,1255 Cherokee Dr,,Youngstown,OH,445111328,P2024,,2023-05-25,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024038,,,COM,Ohio Legislative Black Caucus,,,,,,545 E Town St,,Columbus,OH,432154801,,,2023-05-25,1000.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024032,,,COM,Robin Mouton Campaign,,,,,,3390 Del Pl,,Beaumont,TX,777051049,G2023,,2023-05-04,3000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024050,,,COM,Rodney Ellis Campaign,,,,,,PO Box 56386,,Houston,TX,772566386,G2024,,2023-05-04,5000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024027,,,COM,Ron Reynolds Campaign,,,,,,6140 Highway 6,# 233,Missouri City,TX,774593802,G2022,,2023-05-18,-500.00,0.00,Non-Federal Candidate Contribution,011,,,,,,,,,,,,,,,,,,,VOID CK Original 12/22
SB29,C00002089,500024059,,,ORG,Rudy Corona,,,,,,100 Mae Dr,,San Benito,TX,785865614,G2023,,2023-05-09,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024061,,,ORG,Senator Kelvin Butler Re-Election,,,,,,2018 Hawthorne Dr,,Mccomb,MS,396487597,P2023,,2023-05-09,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024060,,,ORG,Senator Sarita Simmons Re-Election,,,,,,PO Box 1813,,Cleveland,MS,387321813,P2023,,2023-05-09,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024040,,,COM,The Brian M. Middleton Campaign,,,,,,PO Box 2574,,Sugar Land,TX,774872574,P2023,,2023-05-09,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024044,,,COM,Utah Democratic Party,,,,,,825 N 300 W,# C400,Salt Lake City,UT,841031459,,,2023-05-25,1000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
