form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00132092,SB23.13678,,,PAC,AMERICAN CLEAN POWER ASSOCIATION CLEANPOWER PAC,,,,,,"1501 M STREET, NW",9TH FLOOR,WASHINGTON,DC,20005,,,2023-03-21,2500.00,,,011,C00259572,,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.13683,,,PAC,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE,,,,,,"400 N. CAPITOL ST., N.W.","400 N. CAPITOL ST., N.W.",WASHINGTON,DC,20001,,,2023-03-21,2500.00,,,011,C00007450,,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.13654,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2024,,2023-06-22,1000.00,,,011,C00543983,BILL CASSIDY FOR US SENATE,,Cassidy,William,,,,S,LA,,,,,,,,,
SB23,C00132092,SB23.13638,,,CCM,CARPER FOR SENATE,,,,,,PO BOX 2882,,WILMINGTON,DE,19805,P2024,,2023-05-02,1000.00,,,011,C00349217,CARPER FOR SENATE,,Carper,Thomas,,,,S,DE,,,,,,,,,
SB23,C00132092,SB23.13652,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,,2023-05-19,2500.00,,,011,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,H4WA05077,MCMORRIS RODGERS,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00132092,SB23.13631,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2024,,2023-03-21,1000.00,,,011,C00504704,CRAMER FOR SENATE,,Cramer,Kevin ,John,,,S,ND,,,,,,,,,
SB23,C00132092,SB23.13648,,,CCM,DIANA DEGETTE FOR CONGRESS,,,,,,PO BOX 61337,,DENVER,CO,80206,P2024,,2023-05-19,1000.00,,,011,C00311639,DIANA DEGETTE FOR CONGRESS,,DeGette,Diana,,,,H,CO,01,,,,,,,,
SB23,C00132092,SB23.13636,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-03-21,2500.00,,,011,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00132092,SB23.13659,,,CCM,GLENN GROTHMAN FOR CONGRESS,,,,,,PO BOX 1215,,FOND DU LAC,WI,54964,P2024,,2023-06-28,2500.00,,,011,C00561597,GLENN GROTHMAN FOR CONGRESS,H4WI06048,GROTHMAN,GLENN S.,S.,,,H,WI,06,,,,,,,,
SB23,C00132092,SB23.13630,,,CCM,"GRASSLEY COMMITTEE, INC.",,,,,,PO BOX 1000,,DES MOINES,IA,50304,P2024,,2023-03-21,2500.00,,,011,C00230482,"GRASSLEY COMMITTEE, INC.",S0IA00028,GRASSLEY,CHARLES E,E.,,,S,IA,00,,,,,,,,
