form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00346403,SB29.4502,,,CCM,CONTRERAS FOR ARIZONA,,,,,,2929 W MALDONADO ROAD,,PHOENIX,AZ,85041,,,2024-10-15,500.00,,,,C00474007,,,,,,,,H,AZ,04,,,,,,,,
SB29,C00346403,SB29.4489,,,CCM,DAVID MARSHALL FOR STATE REP,,,,,,1700 W WASHINGTON ST,,PHOENIX,AZ,85007,,,2024-10-08,500.00,,,,,DAVID MARSHALL FOR STATE REP,,,,,,,H,AZ,,,,,,,,,
SB29,C00346403,SB29.4479,,,CCM,EVA BURCH FOR ARIZONA,,,,,,,,,,,,,2024-10-04,500.00,,,,,EVA BURCH FOR ARIZONA,,,,,,,S,AZ,,,,,,,,,
SB29,C00346403,SB29.4494,,,CCM,FRIEND OF WARREN PETERSON,,,,,,1700 W WASHINGTON ST,,PHOENIX,AZ,85007,,,2024-10-11,500.00,,,,,FRIEND OF WARREN PETERSON,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4482,,,CCM,Gowan for Senate,,,,,,,,,,,,,2024-10-04,500.00,,,,,Gowan for Senate,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4492,,,CCM,John Gillette for State Representative,,,,,,,,,,,,,2024-10-09,500.00,,,,,John Gillette for State Representative,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4483,,,CCM,John Kavanagh for Senate,,,,,,,,,,,,,2024-10-07,500.00,,,,,John Kavanagh for Senate,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4501,,,CCM,Julie Willoughby for State Representative,,,,,,,,,,,,,2024-10-15,500.00,,,,,Julie Willoughby for State Representative,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4497,,,CCM,MICHAEL CARBONE FOR STATE REP,,,,,,2249 N ACACIA WAY,,BUCKEYE,AZ,85396,,,2024-10-11,500.00,,,,,MICHAEL CARBONE FOR STATE REP,,,,,,,H,AZ,,,,,,,,,
SB29,C00346403,SB29.4493,,,CCM,Pena for Arizona House,,,,,,,,,,,,,2024-10-11,500.00,,,,,Pena for Arizona House,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4500,,,CCM,Quang Nguyen for State Rep,,,,,,,,,,,,,2024-10-15,500.00,,,,,Quang Nguyen for State Rep,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4478,,,CCM,SHOPE FOR SENATE,,,,,,,,,,,,,2024-10-02,500.00,,,,,SHOPE FOR SENATE,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4504,,,CCM,Vince Leach for Senate,,,,,,,,,,,,,2024-10-16,500.00,,,,,Vince Leach for Senate,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4487,,,CCM,VOTE FOR FRANK CARROLL,,,,,,PO BOX 5514,,SUN CITY WEST,AZ,85376,,,2024-10-08,500.00,,,,,VOTE FOR FRANK CARROLL,,,,,,,,,,,,,,,,,
SB29,C00346403,SB29.4484,,,CCM,WALT BLACKMAN FOR STATE REPRESENTATIVE,,,,,,,,,,,,,2024-10-07,500.00,,,,,,,,,,,,H,AZ,,,,,,,,,
