form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00336743,18461129,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-17,256.36,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461130,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-18,658.97,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461131,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-21,194.39,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461132,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-22,614.99,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461133,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-23,87.99,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461134,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-24,77.40,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461135,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-25,25.72,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461136,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-10-29,55.38,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461137,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-11-06,120.15,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
SB21b,C00336743,18461138,,,ORG,"Stripe, Inc.",,,,,,354 Oyster Point Blvd,,San Francisco,CA,940801912,,,2024-11-07,37.07,0.00,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,Credit Card Processing Fees
