form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032979,64901169,,,ORG,KELLOGG,,,,,,2 HAMBLIN AVENUE,,BATTLE CREEK,MI,49017,,,2023-03-01,-321.00,0.00,VOID CK DATED 2/21/23; RE-ISSUED FOR $324.00 ON 3/21/23,010,,,,,,,,,,,,,,,,,,,VOID CK DATED 2/21/23; RE-ISSUED FOR $324.00 ON 3/21/23
SB29,C00032979,64999537,,,PTY,KINGS CNTY DEMOCRATIC CNTY CMTE,,,,,,271 CADMAN PLAZA #26664,,BROOKLYN,NY,11201,,,2023-03-06,-2500.00,0.00,VOID CK DATED 11/22/2022; RE-ISSUED 3/7/2023,011,,,,,,,,,,,,,,,,,,,VOID CK DATED 11/22/2022; RE-ISSUED 3/7/2023
SB29,C00032979,64999604,,,PTY,KINGS CNTY DEMOCRATIC CNTY CMTE,,,,,,271 CADMAN PLAZA #26664,,BROOKLYN,NY,11201,,,2023-03-07,2500.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,65018745,,,PTY,Democratic Municipal Officials - NF,,,,,,1200 W. SHERWIN AVE UNIT LOBBY O,,CHICAGO,IL,60626,,,2023-03-14,25000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB29,C00032979,65020873,,,COM,"Cmte To  RE Elect Thomas M. McDermott, Jr.",,,,,,7134 KNICKERBOCKER PARKWAY,,Hammond,IN,46323,,,2023-03-14,900.00,0.00,"Thomas  M. McDermott, MAYOR  IN",011,,,,McDermott,Thomas  M.,,,JR,,,,,,,,,,,"Thomas  M. McDermott, MAYOR  IN"
SB29,C00032979,65020876,,,COM,JODI FOR STATE SENATE,,,,,,PO BOX 170843,,MILWAUKEE,WI,53217,,,2023-03-14,2000.00,0.00,"JODI HABUSH SINYKIN, STATE SENATE 8th WI",011,,,,HABUSH SINYKIN,JODI,,,,,,,,,,,,,,"JODI HABUSH SINYKIN, STATE SENATE 8th WI"
SB29,C00032979,65020878,,,COM,NATHAN FLETCHER FOR SENATE 24,,,,,,1017 L ST #292,,SACRAMENTO,CA,95814,,,2023-03-14,1500.00,0.00,"NATHAN FLETCHER, STATE SENATE  CA",011,,,,FLETCHER,NATHAN,,,,,,,,,,,,,,"NATHAN FLETCHER, STATE SENATE  CA"
SB29,C00032979,65020881,,,COM,Andrew Lanza For Staten Island,,,,,,P.O. Box 352,,Staten Island,NY,10308,,,2023-03-14,500.00,0.00,"Andrew  J. Lanza, STATE SENATE 24th NY",011,,,,Lanza,Andrew  J.,,NY Sen.,,,,,,,,,,,,"Andrew  J. Lanza, STATE SENATE 24th NY"
SB29,C00032979,65020882,,,COM,ANDREW FOR NEW YORK,,,,,,"335 MADISON AVE, 9TH FLR",,NEW YORK,NY,10017,,,2023-03-14,500.00,0.00,"Andrew Gounardes, STATE SENATE 22nd NY",011,,,,Gounardes,Andrew,,NY Sen.,,,,,,,,,,,,"Andrew Gounardes, STATE SENATE 22nd NY"
SB29,C00032979,65020883,,,COM,FRIENDS OF ANGELO SANTABARBARA,,,,,,1821 CURRY ROAD,,ROTTERDAM,NY,12306,,,2023-03-14,500.00,0.00,"Angelo Santabarbara, STATE HOUSE 111th NY",011,,,,Santabarbara,Angelo,,NY Asm.,,,,,,,,,,,,"Angelo Santabarbara, STATE HOUSE 111th NY"
