form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00079681,500067103,,,CCM,BERGMANFORCONGRESS,,,,,,N3465 Sylvan Isle Dr,,Watersmeet,MI,499699728,G2024,,2024-01-24,5000.00,0.00,General-2024,,C00614214,,,BERGMAN,JOHN,,,,H,MI,01,,,,,,,,
SB23,C00079681,500067101,,,PAC,Blue Dog PAC,,,,,,412 1st St SE,Ste 100,Washington,DC,200031804,G2024,,2024-01-24,5000.00,0.00,General-2024,,C00305318,Blue Dog PAC,,,,,,,,,,,,,,,,,
SB23,C00079681,500067104,,,CCM,Citizens for John Rutherford,,,,,,2308 Mount Vernon Ave,Ste 337,Alexandria,VA,223011328,G2024,,2024-01-24,5000.00,0.00,General-2024,,C00615294,,,,John,Rutherford,,,H,FL,04,,,,,,,,
SB23,C00079681,500067102,,,CCM,Dr. John Joyce for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2024-01-24,2500.00,0.00,Primary-2024,,C00674259,,,Joyce,John,,Dr.,,,PA,13,,,,,,,,
SB23,C00079681,500067082,,,PAC,FARMERS FOR THE VALLEY PAC,,,,,,9460 Tegner Rd,,Hilmar,CA,953249320,O2024,JFC,2024-01-17,3300.00,0.00,"World Ag Expo (Valadao, Duarte)",,C00831792,FARMERS FOR THE VALLEY PAC,,,,,,,,,,,,,,,,,
SB23,C00079681,500067106,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2024-01-24,1000.00,0.00,Primary-2024,,C00628917,,,JOHNSON,DUSTY,,,,H,SD,00,,,,,,,,
SB23,C00079681,500067105,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,700 Pennsylvania Ave SE,Ste 2056,Washington,DC,200032493,P2024,,2024-01-24,2500.00,0.00,Primary- 2024,,C00665752,,,GUEST,MICHAEL,,,,H,MS,03,,,,,,,,
SB23,C00079681,500067099,,,CCM,Jim Costa for Congress,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,G2024,,2024-01-24,5000.00,0.00,General-2024,,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00079681,500067100,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO Box 103,,Carmel Valley,CA,939240103,G2024,,2024-01-24,5000.00,0.00,General-2024,,C00592154,,,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00079681,500067083,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,5219 Pendale Ct,,North Tonawanda,NY,141209592,P2024,,2024-01-19,5000.00,0.00,Primary- 2024,,C00817932,,,LANGWORTHY,NICK,,,,H,NY,23,,,,,,,,DC and Rochester events
SB23,C00079681,500067098,,,CCM,Latta for Congress,,,,,,PO Box 106,,Bowling Green,OH,434020106,G2024,,2024-01-24,5000.00,0.00,General- 2024,,C00438697,,,LATTA,ROBERT EDWARD,,,,H,OH,05,,,,,,,,
