form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00568162,14046,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-02-28,34270.06,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14047,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-02-28,220424.11,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14048,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-02-28,347310.33,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14049,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-02-28,72880.98,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14021,,,ORG,EYE OF THE TIGER PAC,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-02-28,247555.59,,TRANSFER OF NET PROCEEDS,,C00467431,,,,,,,,,,,  ,,,,,,,
SB22,C00568162,14031,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2023-02-28,253850.90,,TRANSFER OF NET PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00568162,14032,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2023-02-28,199143.43,,TRANSFER OF NET PROCEEDS - HQ,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00568162,14050,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-03-29,385862.08,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14051,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,,,2023-03-29,200991.46,,TRANSFER OF NET PROCEEDS,,C00394957,,H0LA01087,SCALISE,STEVE,,,,H,LA,01,  ,,,,,,,
SB22,C00568162,14022,,,ORG,EYE OF THE TIGER PAC,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-03-29,260836.41,,TRANSFER OF NET PROCEEDS,,C00467431,,,,,,,,,,,  ,,,,,,,
SB22,C00568162,14034,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2023-03-29,637956.02,,TRANSFER OF NET PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00568162,14035,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2023-03-29,783451.16,,TRANSFER OF NET PROCEEDS - HQ,,C00075820,,,,,,,,,,,  ,,,,,,,
