form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00776609,500083785,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-07-26,45.00,0.00,Bank Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084254,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-29,65.00,0.00,Bank Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084818,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-09-26,45.25,0.00,Bank Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083635,,,ORG,Blue Action Inc,,,,,,4209 Dandridge Ter,,Alexandria,VA,223092806,,,2024-07-05,5000.00,0.00,List Acquisition; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083751,,,ORG,Blue Action Inc,,,,,,4209 Dandridge Ter,,Alexandria,VA,223092806,,,2024-07-23,4500.00,0.00,List Acquisition; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083947,,,ORG,Blue Action Inc,,,,,,4209 Dandridge Ter,,Alexandria,VA,223092806,,,2024-08-14,4000.00,0.00,List Acquisition; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084819,,,ORG,Blue Action Inc,,,,,,4209 Dandridge Ter,,Alexandria,VA,223092806,,,2024-09-25,5000.00,0.00,List Acquisition; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083636,,,ORG,Crumley Communications LLC,,,,,,111 Cypress Ave,,Clarksdale,MS,386142603,,,2024-07-09,2500.00,0.00,Communications Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084256,,,ORG,Crumley Communications LLC,,,,,,111 Cypress Ave,,Clarksdale,MS,386142603,,,2024-08-26,4500.00,0.00,Communications Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083749,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-07-18,2004.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083868,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-08-02,2332.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083946,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-08-09,2332.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084356,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-09-11,2333.00,0.00,Digital Consulting; IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083750,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2024-07-19,1000.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500083786,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2024-07-30,2000.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084820,,,ORG,Movement Compliance,,,,,,20836 Hall Rd,Number 194,Clinton Township,MI,480387227,,,2024-09-20,2500.00,0.00,Compliance Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084111,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-08-16,2500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084518,,,ORG,"Prestige WW, Inc.",,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-09-17,2500.00,0.00,List Acquistion; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084881,,,IND,,Ralston,Jim,,,,2044 Kerwood Ave,,Los Angeles,CA,900256007,,,2024-09-30,262.50,0.00,Refund of ActBlue contribution; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00776609,500084255,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-09-03,2500.00,0.00,Communications Consulting; IE-only account,,,,,,,,,,,,,,,,,,,,
