form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00139964,SB23.7506,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,P2024,,2024-05-01,1000.00,,Fundraising Reception,,C00793703,ANDREA SALINAS FOR OREGON,,,,,,,H,OR,06,,,,,,,,
SB23,C00139964,SB23.7526,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO BOX 953,,EASTLAKE,CO,80614,G2024,,2024-06-27,1000.00,,Fundraising Reception,,C00787788,CARAVEO FOR CONGRESS,,,,,,,H,CO,08,,,,,,,,
SB23,C00139964,SB23.7520,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2024-06-13,1000.00,,Ag Fundraising Luncheon,,C00559393,DAN NEWHOUSE FOR CONGRESS,,,,,,,H,WA,04,,,,,,,,
SB23,C00139964,SB23.7518,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-06-12,1000.00,,Afternoon Reception,,C00793935,ERIC SORENSEN FOR ILLINOIS,,,,,,,H,IL,17,,,,,,,,
SB23,C00139964,SB23.7491,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 861,,BISMARCK,ND,58502,P2028,,2024-04-17,2000.00,,Fundraising Ag Luncheon,,C00473371,HOEVEN FOR SENATE,,,,,,,S,ND,00,,,,,,,,
SB23,C00139964,SB23.7488,,,CCM,Jasmine for US,,,,,,122 C Street NW Suite 360,,Washington,DC,20001,P2024,,2024-04-16,1000.00,,Fundraising Reception,,C00795450,Jasmine for US,,,,,,,H,,30,,,,,,,,
SB23,C00139964,SB23.7512,,,CCM,JOSH HARDER FOR CONGRESS,,,,,,PO BOX 4220,,MANTECA,CA,95337,G2024,,2024-05-22,1000.00,,Fundraising Reception,,C00639146,JOSH HARDER FOR CONGRESS,,,,,,,H,CA,10,,,,,,,,
SB23,C00139964,SB23.7515,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO BOX 1428,,RAYMORE,MO,64083,P2024,,2024-06-04,1000.00,,Fundraising Reception,,C00792598,"MARK ALFORD FOR CONGRESS, INC.",,,,,,,H,MO,04,,,,,,,,
SB23,C00139964,SB23.7508,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-05-08,1000.00,,Agriculture Fundraising Reception,,C00588657,TEXANS FOR JODEY ARRINGTON,,,,,,,H,TX,19,,,,,,,,
SB23,C00139964,SB23.7524,,,CCM,TEXANS FOR RONNY JACKSON,,,,,,PO BOX 53058,,AMARILLO,TX,79159,G2024,,2024-06-28,2500.00,,Ag Fundraising Dinner,,C00730531,TEXANS FOR RONNY JACKSON,,,,,,,H,TX,13,,,,,,,,
SB23,C00139964,SB23.7483,,,CCM,VALADAO FOR CONGRESS,,,,,,2308 Mount Vernon Avenue #337,,Alexandria,VA,22301,P2024,,2024-04-18,1000.00,,Fundraising Luncheon,,C00139964,NATIONAL ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (WHEATPAC),,,,,,,,,,,,,,,,,
