form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20075410,,,COM,Ohio House Democratic Caucus,,,,,,545 E. Town Street,,Columbus,OH,43215,,,2024-04-02,1666.66,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20075942,,,COM,ProgressNow,,,,,,215 S. Washington Square,Suite 135,Lansing,MI,48933,,,2024-04-03,25000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,20076583,,,COM,Yasmin Simon Campaign,,,,,,3507 Crescent Avenue,,Dallas,TX,75205,,,2024-04-05,-5000.00,0.00,Voided Check from 3/1/2024,011,,,,Simon,Yasmin,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20076830,,,PTY,IDLCC,,,,,,PO Box 455,,Boise,ID,83701,,,2024-04-08,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082930,,,PTY,Democratic Party of Oregon (Nonfed),,,,,,1220 SW Morrison Street,Suite 910,Portland,OR,97205,,,2024-04-12,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082931,,,COM,Brian Duty for Oregon,,,,,,PO Box 42307,,Portland,OR,97242,,,2024-04-12,2500.00,0.00,Non-Federal Contribution,011,,,,Duty,Brian,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082932,,,COM,Chaichi for Oregon,,,,,,PO Box 1278,,Lake Oswego,OR,97035,,,2024-04-12,1000.00,0.00,Non-Federal Contribution,011,,,,Chaichi,Farrah,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082933,,,COM,Friends of Jules Walters,,,,,,PO Box 42307,,Portland,OR,97242,,,2024-04-12,2500.00,0.00,Non-Federal Contribution,011,,,,Walters,Jules,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082934,,,COM,Dacia for Oregon,,,,,,PO Box 42307,,Portland,OR,97242,,,2024-04-12,5000.00,0.00,Non-Federal Contribution,011,,,,Grayber,Dacia,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082941,,,COM,PCUN,,,,,,PO Box 38,,Woodburn,OR,97071,,,2024-04-12,2000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20082942,,,ORG,Oregon Labor Candidate School,,,,,,PO Box 86161,,Portland,OR,97286,,,2024-04-12,10000.00,0.00,Non-Federal Contribution,003,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20083670,,,COM,Pamela Hunter for Assembly,,,,,,PO Box 6777,,Syracuse,NY,13217,,,2024-04-15,1000.00,0.00,Non-Federal Contribution,011,,,,Hunter,Pamela,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20083671,,,COM,Friends of Joe Griffo 2024,,,,,,PO Box 162,,Utica,NY,13503,,,2024-04-15,1000.00,0.00,Non-Federal Contribution,011,,,,Griffo,Joseph,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20083679,,,COM,Campbell County Democratic Party,,,,,,PO Box 75171,,Fort Thomas,KY,41075,,,2024-04-15,300.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20091968,,,COM,People for Brandon M. Scott,,,,,,1215 E. Fort Avenue,Suite 106,Baltimore,MD,21230,,,2024-04-18,6000.00,0.00,Non-Federal Contribution,011,,,,Scott,Brandon,M.,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20092401,,,PTY,Los Angeles County Democratic Party,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,,,2024-04-19,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20117696,,,PTY,Democratic Legislative Campaign Committee,,,,,,"1225 Eye Street, NW",Suite 1250,Washington,DC,20005,,,2024-04-22,50000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,20117926,,,COM,Committee to Re-Elect Eliseo Lee Alcon,,,,,,PO Box 2134,,Milan,NM,87021,,,2024-04-23,1500.00,0.00,Non-Federal Contribution,011,,,,Alcon,Eliseo,,,,,,,,,,,,,,Non-Federal Contribution
