form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,20075215,,,PAC,Frontline USA,,,,,,135 E. Olive Avenue,#750,Burbank,CA,91502,,,2024-04-01,5000.00,0.00,Contribution,011,C00422774,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20075223,,,CCM,Guzman For Congress,,,,,,P.O. Box 1818,,Woodbridge,VA,22195,P2024,,2024-04-01,2000.00,0.00,Contribution,011,C00858647,Guzman For Congress,H4VA07275,Guzman,Elizabeth,,,,H,VA,07,,,,,,,,Contribution
SB23,C00002766,20075261,,,CCM,Schiff For Senate,,,,,,135 E Olive Avenue,#750,Burbank,CA,91502,G2024,,2024-04-01,5000.00,0.00,Contribution,011,C00343871,Schiff For Senate,S4CA00555,Schiff,Adam,,,,S,CA,,,,,,,,,Contribution
SB23,C00002766,20076605,,,CCM,Tamie Wilson for Us,,,,,,18 N Sandusky Street,,Delaware,OH,43015,G2024,,2024-04-05,2500.00,0.00,Contribution,011,C00784983,Tamie Wilson for Us,,Wilson,Tamie,,,,H,OH,04,,,,,,,,Contribution
SB23,C00002766,20078361,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2024-04-09,-5000.00,0.00,Voided Check from 10/2/2023,011,C00147512,,,,,,,,,,,,,,,,,,Voided Check from 10/2/2023
SB23,C00002766,20078364,,,PTY,DSCC,,,,,,"120 MARYLAND AVENUE, NE",,WASHINGTON,DC,20002,,,2024-04-09,-5000.00,0.00,Voided Check from 10/4/2023,011,C00042366,,,,,,,,,,,,,,,,,,Voided Check from 10/4/2023
SB23,C00002766,20082426,,,CCM,Gillibrand for Senate,,,,,,PO Box 150516,,Brooklyn,NY,11215,G2024,,2024-04-11,4000.00,0.00,Contribution,011,C00413914,Gillibrand for Senate,,Gillibrand,Kirsten,,,,S,NY,,,,,,,,,Contribution
SB23,C00002766,20082620,,,CCM,Mark Pocan For Congress,,,,,,PO Box 327,,Madison,WI,53701,P2024,,2024-04-12,5000.00,0.00,Contribution,011,C00502179,Mark Pocan For Congress,H2WI02124,Pocan,Mark,,,,H,WI,02,,,,,,,,Contribution
SB23,C00002766,20082623,,,PAC,WOMEN VOTE!,,,,,,"1800 M Street, NW",Suite 375N,Washington,DC,20036,,,2024-04-12,75000.00,0.00,Contribution,011,C00473918,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20091967,,,PTY,Rhode Island Democratic Party (Federal),,,,,,PO Box 6004,,Providence,RI,02940,,,2024-04-18,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20092343,,,CCM,Johnny O For Congress,,,,,,711 W 40th Ste Ste 330,,Baltimore,MD,21211,P2024,,2024-04-18,5000.00,0.00,Contribution,011,C00867747,Johnny O For Congress,H4MD02232,Olszewski,John,,,Jr.,H,MD,02,,,,,,,,Contribution
SB23,C00002766,20092345,,,CCM,Jonathan Nez For Congress,,,,,,PO Box 1854,,Flagstaff,AZ,86002,P2024,,2024-04-18,5000.00,0.00,Contribution,011,C00853473,Jonathan Nez For Congress,H4AZ02184,Nez,Jonathan,,,,H,AZ,02,,,,,,,,Contribution
SB23,C00002766,20092346,,,CCM,Jonathan Nez For Congress,,,,,,PO Box 1854,,Flagstaff,AZ,86002,G2024,,2024-04-18,5000.00,0.00,Contribution,011,C00853473,Jonathan Nez For Congress,H4AZ02184,Nez,Jonathan,,,,H,AZ,02,,,,,,,,Contribution
SB23,C00002766,20092395,,,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,Boys Town,NE,68010,P2024,,2024-04-19,5000.00,0.00,Contribution,011,C00784371,Tony Vargas For Congress,H2NE02132,Vargas,Anthony,,,,H,NE,02,,,,,,,,Contribution
SB23,C00002766,20100940,,,CCM,Citizens for Peter Barca,,,,,,"122 C Street, NW",Suite 360,Washington,DC,20001,P2024,,2024-04-19,5000.00,0.00,Contribution,011,C00280776,Citizens for Peter Barca,,Barca,Peter,,,,H,WI,01,,,,,,,,Contribution
SB23,C00002766,20117912,,,PAC,Pelosi Victory Committee,,,,,,"1032 15th Street, NW",Suite 237,Washington,DC,20005,,,2024-04-23,5000.00,0.00,Contribution,011,C00839092,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20118472,,,CCM,Osborn For Senate,,,,,,18406 Pasadena Ave,,Omaha,NE,68130,P2024,,2024-04-25,5000.00,0.00,Contribution,011,C00850677,Osborn For Senate,S4NE00207,Osborn,Dan,,,,S,NE,,,,,,,,,Contribution
