form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00629212,500027675,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,138.25,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027679,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,296.25,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027684,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,296.25,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027686,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,39.50,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027692,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2024-04-26,45.31,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027693,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2024-04-26,161.33,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027700,,,ORG,American Express,,,,,,200 Vesey St,Fl 48,New York,NY,102851000,,,2024-04-15,6909.82,0.00,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027695,500027700,SB21B,ORG,Bar Spero,,,,,,250 Massachusetts Ave NW,Ste 155,Washington,DC,200015876,,,2024-04-15,2808.25,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00629212,500027698,500027700,SB21B,ORG,Maketto LLC,,,,,,1351 H St NE,,Washington,DC,200024406,,,2024-04-15,1872.00,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00629212,500027694,500027700,SB21B,ORG,Paraiso Taqueria,,,,,,1101 Pennsylvania Ave SE,,Washington,DC,200032277,,,2024-04-15,1992.09,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00629212,500027701,,,ORG,"Capitol Compliance Associates, Inc.",,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-04-08,2000.49,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027702,,,CCM,Catherine Cortez Masto For Senate,,,,,,8020 S Rainbow Blvd,Ste 100 Pmb 112,Las Vegas,NV,891396494,,,2024-04-18,3870.36,0.00,Salary and Benefits,,C00575548,,,Cortez Masto,Catherine,,,,S,NV,00,,,,,,,,
SB21B,C00629212,500027703,,,ORG,Intuit,,,,,,7130 Placid St,,Las Vegas,NV,891194203,,,2024-04-12,95.40,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027704,,,ORG,Left Coast Consulting,,,,,,22870 Carriage Dr,,Reno,NV,895217811,,,2024-04-15,8750.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027706,,,ORG,Salk Strategies,,,,,,810 7Th St NE,Unit 212,Washington,DC,200023610,,,2024-04-19,500.00,0.00,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00629212,500027707,,,ORG,Von Nida Consulting,,,,,,1349 Jefferson Ave,Apt 3,Brooklyn,NY,112215312,,,2024-04-15,8750.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
