form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00780866,SB21B.12385,,,ORG,Global Payments,,,,,,10705 Red Run Blvd.,,Rockville,MD,20855,,,2023-07-03,42.96,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12386,,,ORG,Global Payments,,,,,,10705 Red Run Blvd.,,Rockville,MD,20855,,,2023-08-02,40.99,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12387,,,ORG,Global Payments,,,,,,10705 Red Run Blvd.,,Rockville,MD,20855,,,2023-09-06,63.68,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12388,,,ORG,HSP Direct LLC,,,,,,20130 Lakeview Center Plaza,Ste. 300,Ashburn,VA,20147,,,2023-08-10,1210.11,,Data Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12389,,,ORG,MDI Imaging & Mail,,,,,,21955 Cascades Pkwy,,Dulles,VA,20166,,,2023-08-25,12465.16,,Direct Mail Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12399,,,ORG,Olympic Media,,,,,,2402 Potomac Ave.,Unit 102,Alexandria,VA,22301,,,2023-09-30,1166.30,,List Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12391,,,ORG,OnMessage Inc,,,,,,815 Slaters Ln.,,Alexandria,VA,22314,,,2023-08-31,5135.24,,Digital Fundraising,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12400,,,ORG,OnMessage Inc,,,,,,815 Slaters Ln.,,Alexandria,VA,22314,,,2023-09-30,4762.51,,List Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12392,,,ORG,OnPoint Data Strategy LLC,,,,,,20130 Lakeview Center Plaza,Ste. 300,Ashburn,VA,20147,,,2023-08-03,440.25,,Data Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12393,,,ORG,OnPoint Data Strategy LLC,,,,,,20130 Lakeview Center Plaza,Ste. 300,Ashburn,VA,20147,,,2023-08-31,120.00,,Data Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12394,,,ORG,RST Marketing,,,,,,1272 Corporate Park Rd.,,Forest,VA,24551,,,2023-07-14,4041.64,,Direct Mail Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12396,,,ORG,RST Marketing,,,,,,1272 Corporate Park Rd.,,Forest,VA,24551,,,2023-08-24,2000.00,,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12397,,,ORG,RST Marketing,,,,,,1272 Corporate Park Rd.,,Forest,VA,24551,,,2023-08-31,4488.42,,Direct Mail Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12401,,,ORG,WAMA Strategies,,,,,,1776 Wilson Blvd.,Ste. 530,Arlington,VA,22201,,,2023-09-30,36.00,,List Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12398,,,ORG,Washington Intelligence Bureau,,,,,,4128 Pepsi Place,,Chantilly,VA,20151,,,2023-07-27,439.40,,Caging,,,,,,,,,,,,,,,,,,,,
SB21B,C00780866,SB21B.12402,,,COM,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2023-09-30,2539.67,,Earmark Processing,,C00694323,,,,,,,,,,,,,,,,,,
