form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00099234,65813158,,,ORG,BLET Arkansas PAC Fund,,,,,,1400 Iola Lane,,Hensley,AR,72065,,,2023-06-07,480.50,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00099234,65813160,,,COM,BLET Missouri PAC,,,,,,c/o Brian Young,PO Box 454,Fulton,MO,65251,,,2023-06-07,1226.50,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00099234,65863994,,,COM,Bill Galvin Committee,,,,,,444 Washington St.,,Brighton,MA,02135,,,2023-06-12,500.00,0.00,"William Galvin, SECRETARY OF STATE  MA",011,,,,Galvin,William,,,,,,,,,,,,,,"William Galvin, SECRETARY OF STATE  MA"
SB29,C00099234,65863996,,,COM,Committee to Elect Kathy Lanatra,,,,,,34 Harvest Dr.,,Kingston,MA,02364,,,2023-06-12,500.00,0.00,"Kathleen LaNatra, STATE HOUSE 12th Plymouth MA",011,,,,LaNatra,Kathleen,,MA Rep.,,,,,,,,,,,,"Kathleen LaNatra, STATE HOUSE 12th Plymouth MA"
SB29,C00099234,65863998,,,COM,Committee to Elect Michael Brady,,,,,,PO Box 4553,,Brockton,MA,02303,,,2023-06-13,500.00,0.00,"Michael Brady, STATE SENATE 2 MA",011,,,,Brady,Michael,,,,,,,,,,,,,,"Michael Brady, STATE SENATE 2 MA"
SB29,C00099234,65868341,,,PTY,Minnesota House DFL,,,,,,255 Plato Blvd E.,,Saint Paul,MN,55107,,,2023-06-14,-1500.00,0.00,Void - Returned. Reissued to MN DFL,011,,,,,,,,,,,,,,,,,,,Void - Returned. Reissued to MN DFL
SB29,C00099234,65878697,,,PTY,Minnesota DFL Party - Non-Federal,,,,,,255 East Plato Blvd.,,St. Paul,MN,55107,,,2023-06-15,1500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00099234,65917259,,,COM,Kyle Bourgault for Sheriff,,,,,,P.O. Box 100,,Averill Park,NY,12018,,,2023-06-20,500.00,0.00,"Kyle Bourgault, County Sheriff  NY",011,,,,Bourgault,Kyle,,,,,,,,,,,,,,"Kyle Bourgault, County Sheriff  NY"
SB29,C00099234,65917351,,,COM,People For Magnarelli,,,,,,P.O. Box 6506,,Syracuse,NY,13217,,,2023-06-20,500.00,0.00,"William Magnarelli, STATE HOUSE 129th NY",011,,,,Magnarelli,William,B,,,,,,,,,,,,,"William Magnarelli, STATE HOUSE 129th NY"
SB29,C00099234,65917366,,,COM,Committee to elect Chris Dempsey,,,,,,P.O. Box 15,,Boston,MA,02137,,,2023-06-21,-500.00,0.00,Void - Never Delivered,011,,,,Dempsey,Chris,,,,,,,,,,,,,,Void - Never Delivered
SB29,C00099234,65917367,,,COM,Committee to Elect Michael Brady,,,,,,PO Box 4553,,Brockton,MA,02303,,,2023-06-21,-500.00,0.00,Void - Never Delivered Reissued 06/12/23,011,,,,Brady,Michael,,,,,,,,,,,,,,Void - Never Delivered Reissued 06/12/23
SB29,C00099234,65917368,,,PTY,MASSACHUSETTS DEMOCRATIC PARTY NON- FEDERAL,,,,,,"56 ROLAND ST., STE 203",,BOSTON,MA,02129,,,2023-06-21,-2500.00,0.00,Void - Never Delivered,011,,,,,,,,,,,,,,,,,,,Void - Never Delivered
