form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00194084,SB23.21803,,,PAC,BRIDGE PAC,,,,,,"499 S Capitol Street, SW",Suite 422,Washington,DC,20003,,,2024-05-21,5000.00,,Direct Contribution,,,,H2SC02042,CLYBURN,JAMES E.,,,,H,SC,06,,,,,,,,
SB23,C00194084,SB23.21797,,,CCM,COMMON SENSE FOR AMERICA PAC,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,G2022,,2024-05-21,1000.00,,Direct Contribution,,C00634774,COMMON SENSE FOR AMERICA PAC,S4LA00065,KENNEDY,JOHN NEELY,,,,S,LA,00,,,,,,,,
SB23,C00194084,SB23.21793,,,CCM,FISCHER-ROUNDS VICTORY COMMITTEE,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,G2024,,2024-05-21,2500.00,,Direct Contribution,,C00864553,FISCHER-ROUNDS VICTORY COMMITTEE,S2NE00094,FISCHER,DEBRA S.,,,,S,NE,00,,,,,,,,
SB23,C00194084,SB23.21808,,,CCM,FISCHER-ROUNDS VICTORY COMMITTEE,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,,,2024-05-21,2500.00,,Direct Contribution,,C00864553,FISCHER-ROUNDS VICTORY COMMITTEE,S2NE00094,FISCHER,DEBRA S.,,,,S,NE,00,,,,,,,,
SB23,C00194084,SB23.21810,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,POST OFFICE BOX 12567,,COLUMBIA,SC,29211,G2024,,2024-05-31,-2500.00,,Direct Contribution,011,C00255562,FRIENDS OF JIM CLYBURN,H2SC02042,CLYBURN,JAMES E.,,,,H,SC,06,,,,,,,,
SB23,C00194084,SB23.21801,,,CCM,Jim Risch For U.S. Senate Committee,,,,,,407 W Jefferson Street,,Boise,ID,83702,P2026,,2024-05-21,2500.00,,Direct Contribution,,,Jim Risch For U.S. Senate Committee,S8ID00092,RISCH,JAMES E MR.,,,,S,ID,00,,,,,,,,
SB23,C00194084,SB23.21802,,,CCM,Jim Risch For U.S. Senate Committee,,,,,,407 W Jefferson Street,,Boise,ID,83702,G2026,,2024-05-21,500.00,,Direct Contribution,,,Jim Risch For U.S. Senate Committee,S8ID00092,RISCH,JAMES E MR.,,,,S,ID,00,,,,,,,,
SB23,C00194084,SB23.21795,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,P2024,,2024-05-21,2500.00,,Direct Contribution,011,C00573949,JOSH GOTTHEIMER FOR CONGRESS,H6NJ05171,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00194084,SB23.21796,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,G2024,,2024-05-21,1500.00,,Direct Contribution,011,C00573949,JOSH GOTTHEIMER FOR CONGRESS,H6NJ05171,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00194084,SB23.21791,,,CCM,PRAIRIE POLITICAL ACTION COMMITTEE,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,P2026,,2024-05-21,1000.00,,Direct Contribution,,C00347195,PRAIRIE POLITICAL ACTION COMMITTEE,S6IL00151,DURBIN,RICHARD J.,,,,S,IL,00,,,,,,,,
SB23,C00194084,SB23.21794,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HWY,STE 108-488,SAN ANTONIO,TX,78231,G2024,,2024-05-21,5000.00,,Direct Contribution,,C00706614,TONY GONZALES FOR CONGRESS,,,,,,,H,TX,23,,,,,,,,
