form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00150367,26863572,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-02,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863573,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-07,144.99,0.00,Merchant Fee,001,,,,,,,,,,,,,,,,,,,Merchant Fee
SB21b,C00150367,26863575,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-07,58.29,0.00,Merchant Fee,001,,,,,,,,,,,,,,,,,,,Merchant Fee
SB21b,C00150367,26863577,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-08,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863578,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-08,87.19,0.00,Merchant Fee,001,,,,,,,,,,,,,,,,,,,Merchant Fee
SB21b,C00150367,26863579,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-09,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863580,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-21,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863581,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-23,29.39,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863582,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-28,72.74,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863583,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-29,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863584,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-29,72.74,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863585,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-29,58.29,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863586,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-30,144.99,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
SB21b,C00150367,26863840,,,ORG,PayPal Merchant Account,,,,,,P.O. Box 45950,,Omaha,NE,68145,,,2023-03-03,30.00,0.00,Merchant fee,001,,,,,,,,,,,,,,,,,,,Merchant fee
