form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692137,500383445,,,CCM,CALLIE BARR FOR CONGRESS,,,,,,PO Box 6921,,Traverse City,MI,496966921,P2024,,2024-05-17,1500.00,0.00,Contribution,,C00837054,,,BARR,CALLIE,,,,H,MI,01,,,,,,,,
SB23,C00692137,500383449,,,CCM,ERIN FOR KY,,,,,,PO Box 5542,,Frankfort,KY,406025542,G2024,,2024-05-17,1000.00,0.00,Contribution,,C00863993,,,MARSHALL,ERIN,,,,H,KY,01,,,,,,,,
SB23,C00692137,500383454,,,CCM,LATEEFAH FOR CONGRESS,,,,,,1714 Franklin St,Ste Pm 100,Oakland,CA,946123409,G2024,,2024-05-17,1000.00,0.00,Contribution,,C00834291,,,SIMON,LATEEFAH,,,,H,CA,12,,,,,,,,
SB23,C00692137,500383455,,,CCM,MAXINE FOR CONGRESS,,,,,,PO Box 12209,,Portland,OR,972120209,P2024,,2024-05-17,1000.00,0.00,Contribution,,C00859108,,,DEXTER,MAXINE,,,,H,OR,03,,,,,,,,
SB23,C00692137,500383456,,,CCM,MELISSA FOR IOWA,,,,,,900 Keosauqua Way,Ste 333,Des Moines,IA,503091513,P2024,,2024-05-21,1000.00,0.00,Contribution,,C00854067,,,VINE,MELISSA,,,,H,IA,03,,,,,,,,
SB23,C00692137,500383458,,,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,P2024,,2024-05-17,3500.00,0.00,Contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00692137,6805186C,6805186,SA11AI,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,,,2024-05-22,3300.00,0.00,Conduit Contribution,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,X,Earmarked by Ellyn Lindsay
SB23,C00692137,500383457,,,CCM,MISSY FOR CONGRESS,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,P2024,,2024-05-22,3169.65,0.00,Transmittal of Conduit Contributions,,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00692137,6805187C,6805187,SA11AI,CCM,SARAH KLEE HOOD FOR NY,,,,,,PO Box 415,,Syracuse,NY,132140415,,,2024-05-22,3300.00,0.00,Conduit Contribution,,C00793950,,,Hood,Sarah,Klee,,,H,NY,24,,,,,,,X,Earmarked by Ellyn Lindsay
SB23,C00692137,500383460,,,CCM,SARAH KLEE HOOD FOR NY,,,,,,PO Box 415,,Syracuse,NY,132140415,P2024,,2024-05-22,3169.65,0.00,Transmittal of Conduit Contributions,,C00793950,,,Hood,Sarah,Klee,,,H,NY,24,,,,,,,,
SB23,C00692137,6805188C,6805188,SA11AI,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2024-05-22,3300.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by Ellyn Lindsay
SB23,C00692137,500383461,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2024-05-22,3169.65,0.00,Transmittal of Conduit Contributions,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00692137,500383463,,,CCM,TERAN FOR CONGRESS,,,,,,PO Box 1041,,Glendale,AZ,853111041,P2024,,2024-05-17,1000.00,0.00,Contribution,,C00836890,,,TERAN,RAQUEL,,,,H,AZ,03,,,,,,,,
SB23,C00692137,500383464,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,121 24Th St S,,St Petersburg,FL,337121123,P2024,,2024-05-17,5000.00,0.00,Contribution,,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,,
