form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00010322,16223972,,,PTY,Dallas County Democratic Party,,,,,,1414 N. Washington Ave,,Dallas,TX,75204,,,2024-03-05,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,16223973,,,PTY,Democratic Party of Illinois,,,,,,P.O. Box 10692,,Chicago,IL,60610,,,2024-03-05,2000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,16223975,,,ORG,Republican Main Street Partnership,,,,,,"411 New Jersey Ave, SE",,Washington,DC,20003,,,2024-03-05,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,16232783,,,PTY,Dallas County Democratic Party,,,,,,1414 N. Washington Ave,,Dallas,TX,75204,,,2024-03-05,-1000.00,0.00,Void - Dallas County Democratic Party,011,,,,,,,,,,,,,,,,,,,Void - Dallas County Democratic Party
SB29,C00010322,16232835,,,PTY,Democratic Party of Illinois,,,,,,P.O. Box 10692,,Chicago,IL,60610,,,2024-03-05,-2000.00,0.00,Void - Democratic Party of Illinois,011,,,,,,,,,,,,,,,,,,,Void - Democratic Party of Illinois
SB29,C00010322,16232883,,,ORG,Republican Main Street Partnership,,,,,,"411 New Jersey Ave, SE",,Washington,DC,20003,,,2024-03-05,-15000.00,0.00,Void - Republican Main Street Partnership,011,,,,,,,,,,,,,,,,,,,Void - Republican Main Street Partnership
SB29,C00010322,16382719,,,ORG,Republican Main Street Partnership,,,,,,"411 New Jersey Ave, SE",,Washington,DC,20003,,,2024-03-06,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,16383755,,,PTY,Democratic Party of Illinois,,,,,,P.O. Box 10692,,Chicago,IL,60610,,,2024-03-06,2000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,16383811,,,PTY,Dallas County Democratic Party,,,,,,1414 N. Washington Ave,,Dallas,TX,75204,,,2024-03-06,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00010322,17512161,,,ORG,APWU,,,,,,1300 L STREET,,WASHINGTON,DC,20005,,,2024-03-29,3327.60,0.00,"SHARED SALARIES-VDUNCAN,VRUSSO",001,,,,,,,,,,,,,,,,,,,"SHARED SALARIES-VDUNCAN,VRUSSO"
SB29,C00010322,17512162,,,ORG,Wells Fargo Bank,,,,,,P O Box 563966,,Charlotte,NC,28262,,,2024-03-12,38.22,0.00,bank card fee,001,,,,,,,,,,,,,,,,,,,bank card fee
SB29,C00010322,17512212,,,ORG,Wells Fargo Bank,,,,,,P O Box 563966,,Charlotte,NC,28262,,,2024-03-11,611.14,0.00,client analysis charge,001,,,,,,,,,,,,,,,,,,,client analysis charge
