form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB110631,,,PAC,Brigid Shea Campaign,,,,,,4509 Edgemont Drive,,Austin,TX,78731,,,2024-09-04,1500.00,,,011,,Brigid Shea Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB110632,,,PAC,Citizens to Elect Bauserman Engineer,,,,,,45 Lawrence Road,,Delaware,OH,43015,,,2024-09-06,500.00,,,011,,Citizens to Elect Bauserman Engineer,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB110637,,,PAC,Charlie Riley Campaign,,,,,,PO Box 1605,,Magnolia,TX,77353,,,2024-09-10,2500.00,,,011,,Charlie Riley Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB110635,,,PAC,Friends of Larry Springer,,,,,,10536 NE 122nd St.,,Kirkland,WA,98034,,,2024-09-10,1200.00,,,011,,Friends of Larry Springer,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB110634,,,PAC,Lisa Marie Yeager Campaign,,,,,,5135 US Highway 19N #186,,New Port Richey,FL,34652,,,2024-09-10,1000.00,,,011,,Lisa Marie Yeager Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111432,,,PAC,Armendarez for District 2 Supervisor 2026,,,,,,15218 Summit Ave. Ste 300-357,,Fontana,CA,92336,,,2024-09-11,150.00,,,011,,Armendarez for District 2 Supervisor 2026,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111434,,,PAC,Friends of Nicole Miller 2024,,,,,,16104 Cattail Circle,,Edmond,OK,73013,,,2024-09-11,1000.00,,,011,,Friends of Nicole Miller 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111433,,,PAC,Johns for House 2024,,,,,,1424 East Sunrise Lane,,Ada,OK,74820,,,2024-09-11,1000.00,,,011,,Johns for House 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111435,,,PAC,Mueller for Senate 2024,,,,,,"1787 Tribute Road, Suite K",,Sacramento,CA,95815,,,2024-09-11,1000.00,,,011,,Mueller for Senate 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111430,,,PAC,Vince Nowicki Campaign,,,,,,200 2nd Ave. S.; Box 444,,St. Petersburg,FL,33701,,,2024-09-11,1000.00,,,011,,Vince Nowicki Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111431,,,PAC,Women Building the Future,,,,,,"115 East Park Avenue, Suite 1",,Tallahassee,FL,32301,,,2024-09-11,10000.00,,,011,,Women Building the Future,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB111436,,,PAC,Friends of Spencer Cox,,,,,,PO Box 3431,,Salt Lake City,UT,84110,,,2024-09-12,5000.00,,,011,,Friends of Spencer Cox,,Committee,Non-Federal,,,,,,,,,,,,,,
