form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00355677,SB23.7125,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,69361,P2024,,2023-12-14,2500.00,,Contribution,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00355677,SB23.7117,,,PAC,BLUEGRASS COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2023-12-07,5000.00,,Contribution,,C00235655,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7126,,,CCM,COMER FOR CONGRESS,,,,,,P.O. BOX 338,,TOMPKINSVILLE,KY,42167,P2024,,2023-12-14,1000.00,,Contribution,,C00588764,COMER FOR CONGRESS,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00355677,SB23.7129,,,CCM,CURTIS FOR CONGRESS,,,,,,"370 EAST SOUTH TEMPLE, SUITE 580",,SALT LAKE CITY,UT,84111,C2024,Convention,2023-12-14,1000.00,,Contributioin,,C00647339,CURTIS FOR CONGRESS,H8UT03238,CURTIS,JOHN,,,,H,UT,03,,,,,,,,
SB23,C00355677,SB23.7139,,,CCM,DON DAVIS FOR NC,,,,,,PO BOX 511,,SNOW HILL,NC,28580,P2024,,2023-12-21,1000.00,,Contribution,,C00795211,DON DAVIS FOR NC,H2NC02287,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00355677,SB23.7132,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 9639,,BOWLING GREEN,KY,42102,P2024,,2023-12-14,1000.00,,Contribution,,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT,,HON.,,H,KY,02,,,,,,,,
SB23,C00355677,SB23.7130,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,,2023-12-14,1000.00,,Contribution,,C00800649,HOUCHIN FOR CONGRESS,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,,,,,,,,
SB23,C00355677,SB23.7133,,,CCM,JULIA LETLOW FOR CONGRESS,,,,,,PO BOX 539,,RAYVILLE,LA,71269,P2024,,2023-12-14,1000.00,,Contribution,,C00766428,JULIA LETLOW FOR CONGRESS,H2LA05126,LETLOW,JULIA,,,,H,LA,05,,,,,,,,
SB23,C00355677,SB23.7136,,,CCM,PASCRELL FOR CONGRESS,,,,,,PO BOX 100,,TEANECK,NJ,07666,P2024,,2023-12-14,1000.00,,Contribution,,C00313510,PASCRELL FOR CONGRESS,H6NJ08118,PASCRELL,WILLIAM,J.,,Jr.,H,NJ,09,,,,,,,,
SB23,C00355677,SB23.7137,,,PAC,VALUE IN ELECTING WOMEN POLITICAL ACTION COMMITTEE,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2023-12-14,2500.00,,Contribution,,C00327189,,,,,,,,,,,,,,,,,,
SB23,C00355677,SB23.7138,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 DANIELS ST,#286,RALEIGH,NC,27605,P2024,,2023-12-14,1000.00,,Contribution,,C00763045,WILEY NICKEL FOR CONGRESS,H2NC14019,NICKEL,WILEY,,,,H,NC,13,,,,,,,,
