form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00672139,SE.4787,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.50,2024-03-04,918.50,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Lawson-Rowe,Meredith,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4788,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.50,2024-03-04,918.50,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Tims,Desiree,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4789,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.52,2024-03-04,918.52,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Cockley,Christine,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4790,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.50,2024-03-04,918.50,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Hall,Derrick,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4791,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.50,2024-03-04,918.50,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Pomeroy,Sarah,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4792,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,918.50,2024-03-04,918.50,Ohio local IE (State Representative Candidate)  Design and Printing of campaign literature,006,C00672139,S,,Lounsbury,Rose,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4793,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1594.28,2024-03-06,1594.28,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Lawson-Rowe,Meredith,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4794,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1367.89,2024-03-06,1367.89,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Pomeroy,Sarah,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4795,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1268.35,2024-03-06,1268.35,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Cockley,Christine,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4796,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1944.98,2024-03-06,1944.98,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Tims,Desiree,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4798,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1615.16,2024-03-06,1615.16,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Lounsbury,Rose,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
SE,C00672139,SE.4799,,,ORG,Fireball Press,,,,,,27 E 5th Ave,,Columbus,OH,43201,P2024,,2024-03-07,1726.55,2024-03-06,1726.55,Ohio local IE (State Representative Candidate)  Postage and mailing of campaign literature,006,C00672139,S,,Hall,Derrick,,,,,,OH,Dougherty,Trent,A,,,2024-04-09,
