form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00137273,4612144,,,COM,Friends of Mark Poloncarz,,,,,,PO Box 87,,Buffalo,NY,14201,,,2023-01-25,1000.00,0.00,"Mark Poloncarz, NY Local Office  NY",011,,,,Poloncarz,Mark,,,,,,,,,,,,,,"Mark Poloncarz, NY Local Office  NY"
SB29,C00137273,4612147,,,PTY,BINGHAMTON GOP COMMITTEE,,,,,,,,Binghamton,NY,,,,2023-01-25,500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4620817,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-04-03,71.38,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625338,,,COM,Re-Elect Peter Crummey Colonie Town Supervisor,,,,,,P.O. Box 74,,Newtonville,NY,12128,,,2023-04-26,1000.00,0.00,"Peter Crummey, NY Local Office  NY",011,,,,Crummey,Peter,,,,,,,,,,,,,,"Peter Crummey, NY Local Office  NY"
SB29,C00137273,4625339,,,COM,Adam Bello for County Executive,,,,,,87 Larkwood Drive,,Rochester,NY,14626,,,2023-04-10,2000.00,0.00,"Adam Bello, Local Office  NY",011,,,,Bello,Adam,,,,,,,,,,,,,,"Adam Bello, Local Office  NY"
SB29,C00137273,4625340,,,COM,Committee to Elect Malik Evans,,,,,,PO Box 18792,,Rochester,NY,14618,,,2023-04-10,1500.00,0.00,"Malik Evans, Local Office  NY",011,,,,Evans,Malik,,,,,,,,,,,,,,"Malik Evans, Local Office  NY"
SB29,C00137273,4625341,,,COM,PaBPAC,,,,,,P.O. Box 345,,Harrisburg,PA,17108,,,2023-04-10,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625345,,,COM,Leah Halton-Pope for Buffalo Common Council,,,,,,PO BOX 277,,Buffalo,NY,14202,,,2023-04-25,250.00,0.00,"Leah Halton-Pope, Local Office  NY",011,,,,Halton-Pope,Leah,,,,,,,,,,,,,,"Leah Halton-Pope, Local Office  NY"
SB29,C00137273,4625346,,,COM,Friends of Ivan Bates,,,,,,"17 W Courtland St, Ste 210",,Bel Air,MD,21014,,,2023-05-22,2500.00,0.00,", ELECTED OFFICES  MD",011,,,,,,,,,,,,,,,,,,,", ELECTED OFFICES  MD"
SB29,C00137273,4625350,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-04-24,20.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625351,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-05-02,36.78,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625352,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-05-24,20.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625353,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-06-02,496.05,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4625430,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-05-20,40.73,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4627785,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-06-16,8.03,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4627786,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-06-23,20.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00137273,4629708,,,ORG,M&T Bank,,,,,,One MandT Plaza,,Buffalo,NY,14203,,,2023-06-26,2.99,0.00,,001,,,,,,,,,,,,,,,,,,,
