form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00762062,SB29.4712,,,CCM,BIRD FOR COLORADO,,,,,,1125 W. 140TH DRIVE,,WESTMINSTER,CO,80023,,,2024-09-25,450.00,,Non-Federal Contribution,011,,BIRD FOR COLORADO,,BIRD,SHANNON,,,,,,,,,,,,,,
SB29,C00762062,SB29.4734,,,CCM,CAM CAVITT FOR STATE REPRESENTATIVE,,,,,,2671 TRYBAN RD.,,CHEBOYGAN,MI,49721,,,2024-08-19,1500.00,,Non-Federal Contribution,011,,CAM CAVITT FOR STATE REPRESENTATIVE,,CAVITT,CAM,,,,,,,,,,,,,,
SB29,C00762062,SB29.4722,,,CCM,COMMITTEE TO ELECT CLEAVE SIMPSON,,,,,,6512 COUNTY ROAD 12 SOUTH,,ALAMOSA,CO,81101,,,2024-09-16,450.00,,Non-Federal Contribution,011,,COMMITTEE TO ELECT CLEAVE SIMPSON,,SIMPSON,CLEAVE,,,,,,,,,,,,,,
SB29,C00762062,SB29.4743,,,CCM,COMMITTEE TO ELECT GINA JOHNSEN,,,,,,106 W ALLEGAN ST STE 200,,LANSING,MI,48933,,,2024-07-30,1500.00,,Non-Federal Contribution,011,,COMMITTEE TO ELECT GINA JOHNSEN,,JOHNSEN,GINA,M.,,,,,,,,,,,,,
SB29,C00762062,SB29.4737,,,CCM,COMMITTEE TO ELECT JENN HILL STATE REPRESENTATIVE,,,,,,503 CRAIG STREET,,MARQUETTE,MI,49855,,,2024-08-14,1500.00,,Non-Federal Contribution,011,,COMMITTEE TO ELECT JENN HILL STATE REPRESENTATIVE,,HILL,JENNIFER,MARIE,,,,,,,,,,,,,
SB29,C00762062,SB29.4927,,,CCM,Emily Sirota for Colorado,,,,,,1823 S IVY ST,,DENVER,CO,80224,,,2024-09-30,450.00,,Non-Federal Contribution,011,,Emily Sirota for Colorado,,Sirota,Emily,,,,,,,,,,,,,,
SB29,C00762062,SB29.4731,,,CCM,FRIENDS OF MATTHEW BIERLEIN,,,,,,4724 HANES RD,,VASSAR,MI,48768,,,2024-09-03,1500.00,,Non-Federal Contribution,011,,FRIENDS OF MATTHEW BIERLEIN,,BIERLEIN,MATTHEW,D,,,,,,,,,,,,,
SB29,C00762062,SB29.4740,,,CCM,FRIENDS OF MIKE MCFALL,,,,,,1405 E MADGE AVE,,HAZEL PARK,MI,48030,,,2024-08-13,1500.00,,Non-Federal Contribution,011,,FRIENDS OF MIKE MCFALL,,MCFALL,MIKE,,,,,,,,,,,,,,
SB29,C00762062,SB29.4715,,,CCM,GILCHRIST FOR COLORADO,,,,,,1777 LOCUST STREET,,DENVER,CO,80220,,,2024-09-19,450.00,,Non-Federal Contribution,011,,GILCHRIST FOR COLORADO,,GILCHRIST,LINDSAY,,,,,,,,,,,,,,
SB29,C00762062,SB29.4820,,,CCM,JANET BUCKNER FOR COLORADO,,,,,,4124 SOUTH ELKHART STREET,,AURORA,CO,80014,,,2024-08-15,450.00,,Non-Federal Contribution,011,,JANET BUCKNER FOR COLORADO,,BUCKNER,JANET,,,,,,,,,,,,,,
