form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00763433,SB21B.33163,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-07-03,15.00,,Bank Fee,001,,,S0GA00559,WARNOCK,RAPHAEL,,,,S,GA,00,,,,,,,,
SB21B,C00763433,SB21B.33478,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-07-10,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33479,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-07-17,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33480,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-07-24,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33481,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-08-07,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33482,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-08-14,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33483,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-08-21,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33484,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-08-28,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33485,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-09-05,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33486,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-09-11,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33487,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-09-18,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33488,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-09-25,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33489,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-10-23,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33490,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-11-06,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33491,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-11-13,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33492,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-11-20,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33493,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-11-27,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33494,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-12-04,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33495,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-12-11,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33496,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-12-18,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33497,,,ORG,Cadence Bank,,,,,,6170 Peachtree Pkwy,,Norcross,GA,30092,,,2023-12-26,15.00,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00763433,SB21B.33498,,,ORG,Federal Election Commission,,,,,,"1050 First Street, NE",,Washington,DC,20763,,,2023-11-14,4850.00,,Penalty Fee,001,,,,,,,,,,,,,,,,,,,
