form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00864348,SE.4341,,,ORG,ConsultPolls Ltd.,,,,,,60 Broad Street,,New York,NY,10004,P2024,,2024-02-29,13207.50,2024-02-28,92356.57,Polling,005,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4302,,,ORG,"Digital Room, LLC",,,,,,8000 Haskell Ave,,Vannuys,CA,91406,P2024,,2024-02-13,4311.52,2024-02-13,68423.72,Bulk Printing for Mailer No. 1,006,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4307,,,ORG,"Digital Room, LLC",,,,,,8000 Haskell Ave,,Vannuys,CA,91406,P2024,,2024-02-13,10725.35,2024-02-13,79149.07,Postage/Bulk Post - See Memo Entry for USPS,004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4298,,,ORG,L-2 Incorporated,,,,,,18912 N Creek Pwy,,Bothell,WA,98011,P2024,,2024-02-12,3912.20,2024-02-12,64112.20,Data Management and List Services,,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4190,,,ORG,NPG COMMUNICATIONS GRP,,,,,,1350 AVE OF THE AMERICAS,,NEW YORK,NY,10019,P2024,,2024-02-07,50000.00,2024-02-07,55000.00,Digital Media and Streaming Ad Buys,004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4189,,,ORG,NPG COMMUNICATIONS GRP,,,,,,1350 AVE OF THE AMERICAS,,NEW YORK,NY,10019,P2024,,2024-02-12,15000.00,2024-02-08,23300.74,Digital Media Buy and Related Production Cost,004,C00864348,S,H4NC13074,SHOEMAKER,MATT,,,,H,13,NC,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4215,,,ORG,NPG COMMUNICATIONS GRP,,,,,,1350 AVE OF THE AMERICAS,,NEW YORK,NY,10019,S2024,Special-General,2024-02-09,13250.00,2024-02-08,13250.00,Digital Media Buy and Associated Production Costs,004,C00864348,S,H4CA20181,FONG,VINCE,,,,H,20,CA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4347,,,ORG,NPG COMMUNICATIONS GRP,,,,,,1350 AVE OF THE AMERICAS,,NEW YORK,NY,10019,P2024,,2024-02-29,10000.00,2024-02-28,105456.57,Streaming Media Ad Buy,004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4156,,,ORG,NYMedia,,,,,,733 3rd Ave,,New York,NY,10017,P2024,,2024-02-07,4500.00,2024-02-07,5000.00,Web Design Services and Initial Media Production Costs,004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4154,,,ORG,NYMedia,,,,,,733 3rd Ave,,New York,NY,10017,P2024,,2024-02-07,5200.00,2024-02-08,60200.00,"Digital, Web, and Media Consulting",004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4346,,,ORG,NYMedia,,,,,,733 3rd Ave,,New York,NY,10017,P2024,,2024-02-29,3100.00,2024-02-28,95456.57,Digital and Streaming Media Production,004,C00864348,O,H4PA07118,MACKENZIE,RYAN EDWARD,,,,H,07,PA,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4188,,,ORG,UST Messaging Grp,,,,,,353 Lexington Avenue,,New York,NY,10016,P2024,,2024-02-09,8300.74,2024-02-08,8300.74,Mobile Communications - Robo Messaging,004,C00864348,S,H4NC13074,SHOEMAKER,MATT,,,,H,13,NC,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4201,,,ORG,UST Messaging Grp,,,,,,353 Lexington Avenue,,New York,NY,10016,S2024,Special-General,2024-02-10,13750.00,2024-02-08,13750.00,Messaging Services - Robo Calls/Texts,004,C00864348,S,H4NY03283,PILIP,MAZI MELESA,,,,H,03,NY,Hawach,William,James,,,2024-04-15,
SE,C00864348,SE.4223,,,ORG,UST Messaging Grp,,,,,,353 Lexington Avenue,,New York,NY,10016,S2024,Special-General,2024-02-12,9050.00,2024-02-08,22300.00,Mobile Messaging - Robo Texts,004,C00864348,S,H4CA20181,FONG,VINCE,,,,H,20,CA,Hawach,William,James,,,2024-04-15,
