form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00293910,16078447,,,PTY,National Republican Congressional Committee,,,,,,"320 First Street, SE",,Washington,DC,20003,,,2024-02-02,30000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00293910,16078448,,,PTY,National Republican Senatorial Committee,,,,,,425 2nd Street NE,,Washington,DC,20002,,,2024-02-02,15000.00,0.00,,011,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00293910,16078449,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Avenue NE,,Washington,DC,20002,,,2024-02-02,15000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00293910,16078455,,,PTY,Democratic Congressional Campaign Committee,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-02-02,30000.00,0.00,,011,C00347864,,,,,,,,,,,,,,,,,,
SB23,C00293910,16201778,,,CCM,Blumenthal For Connecticut,,,,,,"1111 Summer St, Ste 301",C/O Cacace Tusch & Santagata,Stamford,CT,06905,P2028,,2024-02-23,2500.00,0.00,,011,C00492991,Blumenthal For Connecticut,S0CT00177,Blumenthal,Richard,,Sen.,,S,CT,,,,,,,,,
SB23,C00293910,16201781,,,CCM,Boozman For Arkansas,,,,,,PO Box 671,,Rogers,AR,72757,P2028,,2024-02-23,5000.00,0.00,,011,C00476317,Boozman For Arkansas,S0AR00150,Boozman,John,,Sen.,,S,AR,,,,,,,,,
SB23,C00293910,16201782,,,CCM,Capito For West Virginia,,,,,,P.O. Box 11519,,Charleston,WV,25339,P2026,,2024-02-23,2500.00,0.00,,011,C00539825,Capito For West Virginia,S4WV00159,Capito,Shelley Moore,,Sen.,,S,WV,,,,,,,,,
SB23,C00293910,16201783,,,CCM,Capito For West Virginia,,,,,,P.O. Box 11519,,Charleston,WV,25339,G2024,,2024-02-23,2500.00,0.00,,011,C00539825,Capito For West Virginia,S4WV00159,Capito,Shelley Moore,,Sen.,,S,WV,,,,,,,,,
SB23,C00293910,16201784,,,CCM,"Cornyn for Senate, Inc.",,,,,,P.O. Box 13026,,Austin,TX,78711,P2026,,2024-02-23,5000.00,0.00,,011,,,,Cornyn,John,,,,S,TX,,,,,,,,,
SB23,C00293910,16201785,,,CCM,Deb Fischer For Us Senate,,,,,,"5555 South St, Ste. 200",,Lincoln,NE,68506,P2024,,2024-02-23,2500.00,0.00,,011,C00498907,Deb Fischer For Us Senate,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,
SB23,C00293910,16201786,,,CCM,Deb Fischer For Us Senate,,,,,,"5555 South St, Ste. 200",,Lincoln,NE,68506,G2024,,2024-02-23,2500.00,0.00,,011,C00498907,Deb Fischer For Us Senate,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,
SB23,C00293910,16201787,,,CCM,Lindsey Graham for Senate,,,,,,PO Box 1155,,Seneca,SC,29679,P2026,,2024-02-23,5000.00,0.00,,011,C00364505,Lindsey Graham for Senate,,Graham,Lindsey,,,,S,SC,,,,,,,,,
SB23,C00293910,16201788,,,CCM,Maggie For NH,,,,,,PO Box 298,,Concord,NH,03302,P2028,,2024-02-23,2500.00,0.00,,011,C00588772,Maggie For NH,S6NH00091,Hassan,Margaret,,Sen.,,S,NH,,,,,,,,,
SB23,C00293910,16201791,,,CCM,Hoeven For Senate,,,,,,PO Box 861,,Bismarck,ND,58502,P2028,,2024-02-23,2500.00,0.00,,011,C00473371,Hoeven For Senate,S0ND00093,Hoeven,John,,,,S,ND,,,,,,,,,
SB23,C00293910,16201792,,,CCM,Cindy Hyde-Smith For Us Senate,,,,,,PO Box 2930,,Jackson,MS,39207,P2026,,2024-02-23,2500.00,0.00,,011,C00675348,Cindy Hyde-Smith For Us Senate,S8MS00261,Hyde-Smith,Cindy,,Sen.,,S,MS,,,,,,,,,
SB23,C00293910,16201793,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,55104,P2024,,2024-02-23,5000.00,0.00,,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,Sen.,,S,MN,,,,,,,,,
SB23,C00293910,16201794,,,CCM,Lummis For Wyoming Inc.,,,,,,111 S Durbin St,Ste 300,Casper,WY,82601,P2026,,2024-02-23,2500.00,0.00,,011,C00443580,Lummis For Wyoming Inc.,S0WY00137,Lummis,Cynthia,,,,S,WY,,,,,,,,,
SB23,C00293910,16201797,,,CCM,Kansans For Marshall,,,,,,PO Box 1588,,Great Bend,KS,67530,P2026,,2024-02-23,5000.00,0.00,,011,C00576173,Kansans For Marshall,S0KS00315,Marshall,Roger,Wayne,Sen.,,H,KS,02,,,,,,,,
SB23,C00293910,16201799,,,CCM,Mullin For America,,,,,,PO Box 1632,,Oklahoma City,OK,73101,P2028,,2024-02-23,1500.00,0.00,,011,C00498345,Mullin For America,S2OK00186,Mullin,Markwayne,,Sen.,,S,OK,,,,,,,,,
SB23,C00293910,16201800,,,CCM,People For Patty Murray,,,,,,PO Box 3662,,Seattle,WA,98124,P2028,,2024-02-23,5000.00,0.00,,011,C00257642,People For Patty Murray,S2WA00189,Murray,Patty,,Sen.,,S,WA,,,,,,,,,
SB23,C00293910,16201802,,,CCM,Pete Ricketts For Senate,,,,,,1327 H Street,Ste 101,Lincoln,NE,68508,P2024,,2024-02-23,2500.00,0.00,,011,C00832436,Pete Ricketts For Senate,S4NE00173,Ricketts,Pete,,Sen.,,S,NE,,,,,,,,,
SB23,C00293910,16201803,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,P2024,,2024-02-23,2500.00,0.00,,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,F.,Sen.,,S,MS,,,,,,,,,
SB23,C00293910,16201806,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,P2028,,2024-02-23,2500.00,0.00,,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,F.,Sen.,,S,MS,,,,,,,,,
SB23,C00293910,16201808,,,CCM,"Friends Of Todd Young, Inc.",,,,,,PO Box 3743,,Carmel,IN,46082,G2028,,2024-02-23,5000.00,0.00,,011,C00459255,"Friends Of Todd Young, Inc.",S6IN00191,Young,Todd,Christopher,Sen.,,S,IN,,,,,,,,,
SB23,C00293910,16201817,,,CCM,SCHMITT FOR SENATE,,,,,,"1101 30TH STREET NW, SUITE 125",,Washinton,DC,20007,P2028,,2024-02-23,2500.00,0.00,,011,,,,Schmitt,Eric,,,,S,MO,,,,,,,,,
SB23,C00293910,16223976,,,CCM,Blumenthal For Connecticut,,,,,,"1111 Summer St, Ste 301",C/O Cacace Tusch & Santagata,Stamford,CT,06905,P2028,,2024-03-05,2500.00,0.00,,011,C00492991,Blumenthal For Connecticut,S0CT00177,Blumenthal,Richard,,Sen.,,S,CT,,,,,,,,,
SB23,C00293910,16223977,,,CCM,Ted Budd For Senate,,,,,,PO Box 97127,,Raleigh,NC,276247127,P2028,,2024-03-05,2500.00,0.00,,011,C00614776,Ted Budd For Senate,S2NC00505,Budd,Ted,,Sen.,,S,NC,,,,,,,,,
SB23,C00293910,16223978,,,CCM,Ted Budd For Senate,,,,,,PO Box 97127,,Raleigh,NC,276247127,G2028,,2024-03-05,2500.00,0.00,,011,C00614776,Ted Budd For Senate,S2NC00505,Budd,Ted,,Sen.,,S,NC,,,,,,,,,
SB23,C00293910,16223979,,,CCM,Maggie For NH,,,,,,PO Box 298,,Concord,NH,03302,P2028,,2024-03-05,2500.00,0.00,,011,C00588772,Maggie For NH,S6NH00091,Hassan,Margaret,,Sen.,,S,NH,,,,,,,,,
SB23,C00293910,16223980,,,CCM,Lummis For Wyoming Inc.,,,,,,111 S Durbin St,Ste 300,Casper,WY,82601,P2026,,2024-03-05,2500.00,0.00,,011,C00443580,Lummis For Wyoming Inc.,S0WY00137,Lummis,Cynthia,,,,S,WY,,,,,,,,,
SB23,C00293910,16223981,,,CCM,Mullin For America,,,,,,PO Box 1632,,Oklahoma City,OK,73101,P2028,,2024-03-05,2500.00,0.00,,011,C00498345,Mullin For America,S2OK00186,Mullin,Markwayne,,Sen.,,S,OK,,,,,,,,,
SB23,C00293910,16223982,,,CCM,Pete Ricketts For Senate,,,,,,1327 H Street,Ste 101,Lincoln,NE,68508,G2024,,2024-03-05,2500.00,0.00,,011,C00832436,Pete Ricketts For Senate,S4NE00173,Ricketts,Pete,,Sen.,,S,NE,,,,,,,,,
SB23,C00293910,16223983,,,CCM,SCHMITT FOR SENATE,,,,,,"1101 30TH STREET NW, SUITE 125",,Washinton,DC,20007,P2028,,2024-03-05,2500.00,0.00,,011,,,,Schmitt,Eric,,,,S,MO,,,,,,,,,
SB23,C00293910,16223984,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,G2030,,2024-03-05,2500.00,0.00,,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,F.,Sen.,,S,MS,,,,,,,,,
SB23,C00293910,16527198,,,CCM,Cindy Hyde-Smith For Us Senate,,,,,,PO Box 2930,,Jackson,MS,39207,P2026,,2024-03-08,2500.00,0.00,,011,C00675348,Cindy Hyde-Smith For Us Senate,S8MS00261,Hyde-Smith,Cindy,,Sen.,,S,MS,,,,,,,,,
SB23,C00293910,16527246,,,CCM,Fallon for Congress,,,,,,PO Box 614,,Celina,TX,75009,P2024,,2024-03-08,1000.00,0.00,,011,,,,Fallon,Patt,,,,H,TX,00,,,,,,,,
SB23,C00293910,16672936,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,G2030,,2024-03-12,-2500.00,0.00,Void - Wicker For Senate,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,F.,Sen.,,S,MS,,,,,,,,,Void - Wicker For Senate
SB23,C00293910,16966489,,,CCM,Jim Risch For U.S. Senate Committee,,,,,,407 W Jefferson Street,,Boise,ID,83702,P2026,,2024-03-14,2500.00,0.00,,011,C00440362,Jim Risch For U.S. Senate Committee,S8ID00092,Risch,James,E.,Sen.,,S,ID,,,,,,,,,
