form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00749143,B-408596,,,ORG,"Stripe, Inc.",,,,,,185 Berry St Ste 550,,San Francisco,CA,94107,,,2023-07-03,279.21,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-393053,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-07-05,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-403587,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-07-06,3078.46,,Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-408594,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-07-21,10301.73,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-408595,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-07-21,11219.83,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-408593,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-07-26,0.93,,Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-408597,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-07-31,849.65,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-393044,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,60094,,,2023-08-02,824.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-393045,B-393044,,ORG,"Zendesk, Inc.",,,,,,989 Market St,,San Francisco,CA,94103,,,2023-08-02,824.00,,Customer Support Services,001,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00749143,B-393049,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 313,,Maricopa,AZ,85139,,,2023-08-02,6190.43,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-393046,,,ORG,Chase Card Services,,,,,,PO Box 94014,,Palatine,IL,60094,,,2023-08-03,95.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-423822,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,20001,,,2023-08-04,2784.44,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00749143,B-393054,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-08-04,2000.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
