form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00483693,500130245,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H4WA06117,Randall,Emily,,,,H,06,WA,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130246,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H4MI01155,Barr,Callie,,,,H,01,MI,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130247,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H4FL13200,Fox,Whitney,,,,H,13,FL,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130249,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,20.00,Website Endorsement,,,S,H0TX24035,Davis,Daniel,,,,H,32,TX,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130250,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H0IL05096,QUIGLEY,MIKE,,,,H,05,IL,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130251,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H4MS02068,THOMPSON,BENNIE G.,,,,H,02,MS,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130252,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H4OR05304,Bynum,Janelle,,,,H,05,OR,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130253,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H2OR06066,SALINAS,ANDREA,,,,H,06,OR,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130254,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,20.00,Website Endorsement,,,S,H4TX32089,Johnson,Julie,,,,H,32,TX,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130256,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-07,10.00,2024-10-07,10.00,Website Endorsement,,,S,H6TN09068,COHEN,STEPHEN IRA,,,,H,09,TN,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130357,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,2016.05,2024-10-16,26929.49,Salaries & Benefits,,,S,P00009423,Harris,Kamala,,,,P,,,Frazier,Adrienne,,,,2025-01-27,
SE,C00483693,500130240,,,ORG,Texas Toolbelt,,,,,,6046 Belgrade Ave,,Dallas,TX,752273605,G2024,,2024-10-16,2488.87,2024-10-16,26929.49,Salaries & Benefits,,,S,P00009423,Harris,Kamala,,,,P,,,Frazier,Adrienne,,,,2025-01-27,
