form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540187,SB23.I24100,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,370 EAST SOUTH TEMPLE STE 580,,SALT LAKE CITY,UT,84111,P2024,,2024-05-03,5000.00,,POLITICAL CONTRIBUTION,,C00738872,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,  ,,,,,,,
SB23,C00540187,SB23.I24104,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,G2024,,2024-05-14,5000.00,,POLITICAL CONTRIBUTION,,C00379735,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00540187,SB23.I24103,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,R2024,RUNOFF,2024-05-03,5000.00,,POLITICAL CONTRIBUTION,,C00855528,,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,  ,,,,,,,
SB23,C00540187,SB23.I24108,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-05-28,5000.00,,POLITICAL CONTRIBUTION,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00540187,SB23.I24101,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2024-05-03,5000.00,,POLITICAL CONTRIBUTION,,C00717959,,H0MN07091,FISCHBACH,MICHELLE,,,,H,MN,07,  ,,,,,,,
SB23,C00540187,SB23.I24106,,,CCM,JAMES MOYLAN FOR CONGRESS,,,,,,P.O. BOX 6394,,HAGATNA,GU,96931,P2024,,2024-05-17,5000.00,,POLITICAL CONTRIBUTION,,C00809343,,H2GU01031,MOYLAN,JAMES,C.,,,H,GU,00,  ,,,,,,,
SB23,C00540187,SB23.I24109,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,G2024,,2024-05-28,5000.00,,POLITICAL CONTRIBUTION,,C00806018,,H2NY01190,NICK,LALOTA,,,,H,NY,01,  ,,,,,,,
SB23,C00540187,SB23.I24099,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-05-03,5000.00,,POLITICAL CONTRIBUTION,,C00853499,,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB23,C00540187,SB23.I24105,,,CCM,WILLIAM TIMMONS FOR CONGRESS,,,,,,PO BOX 3416,,GREENVILLE,SC,29602,P2024,,2024-05-17,5000.00,,POLITICAL CONTRIBUTION,,C00668491,,H8SC04250,TIMMONS,WILLIAM ,R. ,,IV,H,SC,04,  ,,,,,,,
SB23,C00540187,SB23.I24107,,,CCM,WOMACK FOR CONGRESS COMMITTEE,,,,,,PO BOX 508,,ROGERS,AR,727570508,G2024,,2024-05-28,5000.00,,POLITICAL CONTRIBUTION,,C00477745,,H0AR03055,WOMACK,STEVE,,,,H,AR,03,  ,,,,,,,
SB23,C00540187,SB23.I24102,,,PAC,"ON WISCONSIN PAC, INC.",,,,,,PO BOX 1387,,JANESVILLE,WI,53547,O2024,ANNUAL,2024-05-03,2500.00,,POLITICAL CONTRIBUTION,,C00697326,,,,,,,,,,,  ,,,,,,,
