form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500025815,,,COM,Aicha Davis,,,,,,PO Box 71,,Desoto,TX,751230071,G2024,,2024-10-29,1500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025857,,,COM,Angela Geter for SC Senate,,,,,,PO Box 6381,,Spartanburg,SC,293046381,G2024,,2024-10-22,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025912,,,ORG,Appraise Property Fairly PAC,,,,,,4760 NW 173RD Dr,,Miami,FL,,,,2024-10-31,3000.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025865,,,COM,"Au for Georgia, Inc.",,,,,,5805 State Bridge Rd,Ste G238,Johns Creek,GA,300978220,G2024,,2024-10-24,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025819,,,COM,Averie for All Campaign,,,,,,819 N ARAPAHO Rd,Ste 24B,Richardson,TX,,G2024,,2024-10-31,1500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025851,,,COM,Brendetta Scott For Justice,,,,,,PO Box 1284,,Missouri City,TX,774591284,G2024,,2024-10-22,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025897,,,COM,Campaign of Fentrice Driskell for State Rep,,,,,,701 S Howard Ave,Ste Pm 106,Tampa,FL,336062473,G2024,,2024-10-29,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025895,,,COM,Campaign of Laura F. Kelley,,,,,,8200 NW 41st St,Ste 200,Doral,FL,331666204,G2024,,2024-10-29,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025890,,,COM,Campaign to Elect Carlos Guillermo-Smith,,,,,,PO Box 677205,,Orlando,FL,328677205,G2024,,2024-10-29,2000.00,0.00,Non-Federal Candidate Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500025849,,,COM,Carvana Cloud Campaign,,,,,,10959 Ella Blvd,,Houston,TX,770674247,G2024,,2024-10-22,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
