form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500025813,,,PAC,A Love Supreme PAC,,,,,,PO Box 772671,,Orlando,FL,328772671,,,2024-10-31,2500.00,0.00,Federal Committee Contribution,011,C00826685,A Love Supreme PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500025808,,,CCM,BECCA BALINT FOR VERMONT,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2024-10-24,1000.00,0.00,Federal Candidate Contribution,011,C00797175,,,BALINT,REBECCA,,,,H,VT,00,,,,,,,,
SB23,C00002089,500025861,,,CCM,BellforMissouri,,,,,,900 S Hanley Rd,,Saint Louis,MO,631052638,G2024,,2024-10-29,5000.00,0.00,Federal Candidate Contribution,011,C00842336,,,BELL,WESLEY,,,,H,MO,01,,,,,,,,
SB23,C00002089,500025902,,,PAC,Cache pac,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,,,2024-10-29,5000.00,0.00,Federal Committee Contribution,011,C00831545,Cache pac,,,,,,,,,,,,,,,,,
SB23,C00002089,500025791,,,CCM,Cisneros for Congress,,,,,,PO Box 40,,Placentia,CA,928710040,G2024,,2024-10-31,3000.00,0.00,Federal Candidate Contribution,011,C00650648,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00002089,500025780,,,CCM,CLEAVER FOR CONGRESS,,,,,,2300 Main St,Ste 1000,Kansas City,MO,641082438,G2024,,2024-10-22,5000.00,0.00,Federal Candidate Contribution,011,C00395848,,,Cleaver,Emanuel,,,II,H,MO,05,,,,,,,,
SB23,C00002089,500025788,,,PTY,COLORADO DEMOCRATIC PARTY,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2024-10-24,2875.00,0.00,Non-Federal Committee Contribution,011,C00161786,COLORADO DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB23,C00002089,500025926,,,CCM,COMMITTEE TO ELECT RANDI MCCALLIAN FOR MO-08,,,,,,21910 County Road 7670,,Newburg,MO,655509248,G2024,,2024-11-04,2000.00,0.00,Federal Candidate Contribution,011,C00810861,,,MCCALLIAN,RANDI,,,,H,MO,08,,,,,,,,
SB23,C00002089,500025891,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-10-29,1000.00,0.00,Federal Candidate Contribution,011,C00856237,,,Figures,Shomari,,,,H,AL,02,,,,,,,,
SB23,C00002089,500025778,,,CCM,DOGGETT FOR CONGRESS,,,,,,1157 San Bernard St,,Austin,TX,787022029,G2024,,2024-10-29,3000.00,0.00,Federal Candidate Contribution,011,C00286500,,,DOGGETT,LLOYD,,,,H,TX,35,,,,,,,,
SB23,C00002089,500025835,,,PAC,FLIP THE 40TH,,,,,,3577 Meadowlark Rd,,Roanoke,VA,240185007,P2024,,2024-10-31,2500.00,0.00,Federal Committee Contribution,011,C00865717,FLIP THE 40TH,,,,,,,,,,,,,,,,,
SB23,C00002089,500025822,,,CCM,GABE AMO FOR CONGRESS,,,,,,PO Box 40457,,Providence,RI,029400457,G2024,,2024-10-24,1000.00,0.00,Federal Candidate Contribution,011,C00838060,,,AMO,GABRIEL,F,,,H,RI,01,,,,,,,,
